origin,destination,mode,avoid,timezone,split_on_leg,drive_leg,departure_time,departure_time_min,departure_time_max,departure_time_delta,unitsNew York University,LaGuardia Airport,driving,tolls,eastern,,,,04/19/2017 05:00,04/19/2017 22:00,15,imperialNew York University,LaGuardia Airport,transit,,eastern,begin,start,,04/19/2017 05:00,04/19/2017 22:00,15,imperial
New York University,LaGuardia Airport,transit,,eastern,end,finish,,04/19/2017 05:00,04/19/2017 22:00,15,imperial
