origin|split_on_leg|drive_leg|avoid|destination|mode|units|timezone|departure_time|split_point|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-25 04:00:00-05:00||40.7714389|-73.8718939|1196|15864|1421|-73.99977539999999|40.7271183|||||||
New York University|begin|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-25 04:00:00-05:00||40.774038|-73.872079||19273|3064|-73.99437209999999|40.7284833|||||||
New York University|end|start||LaGuardia Airport|transit|imperial|eastern|2017-04-25 04:00:00-05:00||40.774038|-73.872079||19273|3064|-73.99437209999999|40.7284833|||||||
New York University|begin|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-25 04:00:00-05:00|||||||||||||||
New York University|begin|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-25 04:00:00-05:00|23 St|40.7400007|-73.9863381||1610|544|-73.99437209999999|40.7284833|40.7714389|-73.8718939|1010|14238|1128|-73.98640879999999|40.74003099999999
New York University|begin|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-25 04:00:00-05:00|Astor Place Station|40.7301722|-73.99098959999999||404|321|-73.99437209999999|40.7284833|40.7714389|-73.8718939|1161|15207|1348|-73.99099249999999|40.7301688
New York University|begin|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-25 04:00:00-05:00|28 St|40.7433087|-73.98386289999999||2021|604|-73.99437209999999|40.7284833|40.7714389|-73.8718939|958|13811|1041|-73.98390549999999|40.7432513
New York University|begin|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-25 04:00:00-05:00|33 St|40.7466576|-73.9818873||2445|664|-73.99437209999999|40.7284833|40.7714389|-73.8718939|987|13757|1035|-73.9818023|40.7466223
New York University|end|start||LaGuardia Airport|transit|imperial|eastern|2017-04-25 04:00:00-05:00|Grand Central Terminal|40.7505712|-73.9760036|689|3897|1024|-73.9932975|40.7295629|40.774038|-73.872079||15963|1500|-73.97608699999999|40.75058
New York University|end|start||LaGuardia Airport|transit|imperial|eastern|2017-04-25 04:00:00-05:00|LaGuardia Airport|40.7740263|-73.8720814|1317|16422|1523|-73.99977539999999|40.7271183|40.7740261|-73.8720804||0|0|-73.8720804|40.7740261
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-25 04:12:00-05:00||40.7714389|-73.8718939|1151|15864|1421|-73.99977539999999|40.7271183|||||||
New York University|begin|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-25 04:12:00-05:00||40.774059|-73.87185699999999||18252|2439|-73.99433259999999|40.7285304|||||||
New York University|end|start||LaGuardia Airport|transit|imperial|eastern|2017-04-25 04:12:00-05:00||40.774059|-73.87185699999999||18252|2439|-73.99433259999999|40.7285304|||||||
New York University|begin|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-25 04:12:00-05:00|West 4 Street - Washington Square Station|40.7311617|-74.00137099999999||148|108|-74.0001942|40.7313311|40.7714389|-73.8718939|1366|16338|1636|-74.00137029999999|40.7311628
