origin|split_on_leg|drive_leg|avoid|destination|mode|units|timezone|departure_time|split_point|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|metric|eastern|2017-04-07 04:00:00-05:00||42.3747715|-71.0290294|1267|15771|1388|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00||42.374262|-71.030395||10782|2876|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00||42.374262|-71.030395||10782|2876|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.3652669/-71.1044416|42.3652669|-71.1044416|405|1770|439|-71.1196369|42.3650474|42.374262|-71.030395||8690|1952|-71.1044261|42.3651739
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.3507459/-71.0894298|42.3507459|-71.0894298|485|4023|576|-71.1196369|42.3650474|42.374262|-71.030395||6598|1855|-71.0894298|42.3507459
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.3606856/-71.0958002|42.3606856|-71.0958002|511|3379|584|-71.1196369|42.3650474|42.374262|-71.030395||7885|1630|-71.096014|42.360708
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.3640924/-71.1030726|42.3640924|-71.1030726|506|2253|547|-71.1196369|42.3650474|42.374262|-71.030395||8690|1941|-71.1030726|42.3640924
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.3710009/-71.1159209|42.3710009|-71.1159209|381|2092|469|-71.1196369|42.3650474|42.374262|-71.030395||9816|2176|-71.11597|42.370925
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.3668059/-71.1060532|42.3668059|-71.1060532|521|2092|562|-71.1196369|42.3650474|42.374262|-71.030395||8851|1960|-71.106102|42.366717
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.3690283/-71.110376|42.3690283|-71.110376|427|2253|502|-71.1196369|42.3650474|42.374262|-71.030395||9334|2056|-71.110427|42.368951
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.3478457/-71.0880068|42.3478457|-71.0880068|556|4184|598|-71.1196369|42.3650474|42.374262|-71.030395||6276|1500|-71.087903|42.347888
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.370208/-71.1130831|42.370208|-71.1130831|415|2092|488|-71.1196369|42.3650474|42.374262|-71.030395||9656|2134|-71.113514|42.370044
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.3614162/-71.0982636|42.3614162|-71.0982636|515|3379|588|-71.1196369|42.3650474|42.374262|-71.030395||8046|1820|-71.0982636|42.3614162
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.357596/-71.092797|42.357596|-71.092797|490|4345|564|-71.1196369|42.3650474|42.374262|-71.030395||7724|1650|-71.092797|42.357596
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.3586466/-71.057326|42.3586466|-71.057326||7242|2093|-71.1196369|42.3650474|42.3747715|-71.0290294|552|4988|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.3691186/-71.0395296|42.3691186|-71.0395296||9334|2976|-71.1196369|42.3650474|42.3747715|-71.0290294|276|2253|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.3597135/-71.0591799|42.3597135|-71.0591799||7081|1989|-71.1196369|42.3650474|42.3747715|-71.0290294|454|4667|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.374262/-71.030395|42.374262|-71.030395||10299|3096|-71.1196369|42.3650474|42.3747715|-71.0290294|107|965|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:00:00-05:00|42.3597918/-71.0515702|42.3597918|-71.0515702||7724|2474|-71.1196369|42.3650474|42.3747715|-71.0290294|572|4988|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|metric|eastern|2017-04-07 04:10:00-05:00||42.3747715|-71.0290294|1267|15771|1388|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:10:00-05:00||42.374262|-71.030395||10299|2976|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:10:00-05:00||42.374262|-71.030395||10299|2976|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|metric|eastern|2017-04-07 04:10:00-05:00|42.3623895/-71.0862031|42.3623895|-71.0862031|604|4988|700|-71.1196369|42.3650474|42.374262|-71.030395||5954|1668|-71.0862248|42.3622401
