origin|split_on_leg|avoid|destination|mode|units|timezone|departure_time|split_point|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y
Washington Park Chicago IL||tolls|Ohare Airport|driving|imperial|central|2017-04-11 05:00:00-05:00||41.9797233|-87.88225249999999|1580|36662|1839|-87.61759029999999|41.7929603|||||||
Washington Park Chicago IL||tolls|Ohare Airport|driving|imperial|central|2017-04-11 05:12:00-05:00||41.97766499999999|-87.90422099999999|n/a|39116|4245|-87.61759029999999|41.7929603|||||||
Washington Park Chicago IL||tolls|Ohare Airport|driving|imperial|central|2017-04-11 05:24:00-05:00||41.97766499999999|-87.90422099999999|n/a|39116|4245|-87.61759029999999|41.7929603|||||||
Washington Park Chicago IL||tolls|Ohare Airport|driving|imperial|central|2017-04-11 05:12:00-05:00|41.8857335/-87.6315556|41.8857335|-87.6315556|950|13304|1149|-87.61759029999999|41.7929603|41.97766499999999|-87.90422099999999|n/a|27722|2301|-87.6315547|41.8857522
Washington Park Chicago IL||tolls|Ohare Airport|driving|imperial|central|2017-04-11 05:12:00-05:00|41.8774529/-87.6277226|41.8774529|-87.6277226|1025|11033|1121|-87.61759029999999|41.7929603|41.97766499999999|-87.90422099999999|n/a|28926|2743|-87.6277226|41.8774529
Washington Park Chicago IL||tolls|Ohare Airport|driving|imperial|central|2017-04-11 05:12:00-05:00|41.8857694/-87.6279402|41.8857694|-87.6279402|995|13595|1234|-87.61759029999999|41.7929603|41.97766499999999|-87.90422099999999|n/a|28000|2568|-87.62802219999999|41.885817
Washington Park Chicago IL||tolls|Ohare Airport|driving|imperial|central|2017-04-11 05:12:00-05:00|41.7947391/-87.618398|41.79473910000001|-87.618398|99|536|110|-87.61755509999999|41.7929609|41.97766499999999|-87.90422099999999|n/a|38739|3959|-87.61832400000002|41.795174
Washington Park Chicago IL||tolls|Ohare Airport|driving|imperial|central|2017-04-11 05:12:00-05:00|41.8217417/-87.6215403|41.8217417|-87.62154029999999|411|3473|429|-87.61759029999999|41.7929603|41.97766499999999|-87.90422099999999|n/a|35619|3570|-87.621368|41.821732
Washington Park Chicago IL||tolls|Ohare Airport|driving|imperial|central|2017-04-11 05:12:00-05:00|41.8527793/-87.626405|41.85277929999999|-87.62640499999999|607|8184|626|-87.61759029999999|41.7929603|41.97766499999999|-87.90422099999999|n/a|31852|3163|-87.6264174|41.8526371
Washington Park Chicago IL||tolls|Ohare Airport|driving|imperial|central|2017-04-11 05:12:00-05:00|41.816588/-87.6190088|41.816588|-87.6190088|370|3095|395|-87.61759029999999|41.7929603|41.97766499999999|-87.90422099999999|n/a|36371|3630|-87.619019|41.816463
Washington Park Chicago IL||tolls|Ohare Airport|driving|imperial|central|2017-04-11 05:24:00-05:00|41.8857522/-87.6315547|41.8857522|-87.6315547|n/a|11394|1603|-87.61759029999999|41.7929603|41.9797233|-87.88225249999999|1183|26064|1314|-87.6315556|41.8857335
