origin,destination,mode,avoid,timezone,split_on_leg,departure_time,departure_time_min,departure_time_max,departure_time_delta,unitsNew York University,LaGuardia Airport,driving,tolls,eastern,,,04/11/2017 05:00,04/11/2017 22:00,12,imperialNew York University,LaGuardia Airport,transit,,eastern,begin,,04/11/2017 05:00,04/11/2017 22:00,12,imperial
New York University,LaGuardia Airport,transit,,eastern,end,,04/11/2017 05:00,04/11/2017 22:00,12,imperial
