origin|split_on_leg|avoid|destination|mode|units|timezone|departure_time|split_point|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 05:24:00-05:00|41.946976/-87.66655|41.946976|-87.66655|n/a|21638|2825|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|112|827|145|-87.66633589999999|41.9470228
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 05:24:00-05:00|41.9465079/-87.7179123|41.9465079|-87.7179123|n/a|17399|1395|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|781|5093|925|-87.7179123|41.9465079
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 05:24:00-05:00|41.946835/-87.676224|41.946835|-87.67622399999999|n/a|20835|2661|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|266|1645|320|-87.6762239|41.9468801
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 05:24:00-05:00|41.946625/-87.698135|41.946625|-87.698135|n/a|19021|2304|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|524|3434|610|-87.697853|41.9466942
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 05:24:00-05:00|41.947147/-87.656181|41.947147|-87.65618099999999|n/a|22533|3009|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|9|39|12|-87.6561833|41.9472015
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 05:36:00-05:00||41.9472917|-87.6565753|1544|21777|1730|-87.88225249999999|41.9797233|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 05:48:00-05:00||41.947147|-87.65618099999999|n/a|22533|3259|-87.90422099999999|41.97766499999999|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:00:00-05:00||41.947147|-87.65618099999999|n/a|22533|3259|-87.90422099999999|41.97766499999999|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 05:48:00-05:00|41.9472665/-87.7191813|41.9472665|-87.7191813|684|16529|756|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|5332|1085|-87.71824699999999|41.9473745
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 05:48:00-05:00|41.9706621/-87.7612831|41.9706621|-87.7612831|528|12170|567|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|9641|2181|-87.76089499999999|41.970634
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 05:48:00-05:00|41.9841479/-87.8381263|41.9841479|-87.8381263|274|5384|301|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|16462|2758|-87.838028|41.984245
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 05:48:00-05:00|41.9833846/-87.8594649|41.9833846|-87.85946489999999|201|3616|228|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|18225|2910|-87.85939|41.983505
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 05:48:00-05:00|41.9777944/-87.9040972|41.9777944|-87.90409720000001|297|3113|333|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|22533|3229|-87.90422099999999|41.97766499999999
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 05:48:00-05:00|41.9613378/-87.7437804|41.9613378|-87.74378039999999|842|15351|918|-87.88225249999999|41.9797233|41.946945|-87.656418|n/a|8364|2296|-87.7432673|41.96193359999999
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 05:48:00-05:00|41.9822096/-87.8075105|41.9822096|-87.8075105|371|7943|406|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|13906|2470|-87.8075119|41.9823319
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:00:00-05:00|41.946712/-87.685928|41.946712|-87.68592799999999|n/a|20034|2688|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|389|2448|429|-87.685929|41.9467579
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:00:00-05:00|41.9466122/-87.7089595|41.9466122|-87.70895949999999|n/a|18085|1902|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|638|4353|777|-87.70895949999999|41.9466122
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:00:00-05:00|41.946976/-87.66655|41.946976|-87.66655|n/a|21638|3046|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|115|827|145|-87.66633589999999|41.9470228
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:00:00-05:00|41.9465079/-87.7179123|41.9465079|-87.7179123|n/a|17399|1395|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|779|5093|925|-87.7179123|41.9465079
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:00:00-05:00|41.946835/-87.676224|41.946835|-87.67622399999999|n/a|20835|2868|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|303|1645|320|-87.6762239|41.9468801
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:00:00-05:00|41.946625/-87.698135|41.946625|-87.698135|n/a|19021|2477|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|536|3434|610|-87.697853|41.9466942
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:00:00-05:00|41.947147/-87.656181|41.947147|-87.65618099999999|n/a|22533|3241|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|11|39|12|-87.6561833|41.9472015
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:12:00-05:00||41.9472917|-87.6565753|1593|21777|1730|-87.88225249999999|41.9797233|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:24:00-05:00||41.947147|-87.65618099999999|n/a|22533|3389|-87.90422099999999|41.97766499999999|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:36:00-05:00||41.947147|-87.65618099999999|n/a|22533|3369|-87.90422099999999|41.97766499999999|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:24:00-05:00|41.9472665/-87.7191813|41.9472665|-87.7191813|729|16529|756|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|5332|1205|-87.71824699999999|41.9473745
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:24:00-05:00|41.9706621/-87.7612831|41.9706621|-87.7612831|563|12170|567|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|9641|2459|-87.76089499999999|41.970634
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:24:00-05:00|41.9841479/-87.8381263|41.9841479|-87.8381263|283|5384|301|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|16462|2939|-87.838028|41.984245
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:24:00-05:00|41.9833846/-87.8594649|41.9833846|-87.85946489999999|207|3616|228|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|18225|3019|-87.85939|41.983505
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:24:00-05:00|41.9777944/-87.9040972|41.9777944|-87.90409720000001|278|3113|333|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|22533|3329|-87.90422099999999|41.97766499999999
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:24:00-05:00|41.9613378/-87.7437804|41.9613378|-87.74378039999999|870|15351|918|-87.88225249999999|41.9797233|41.946945|-87.656418|n/a|8364|2246|-87.7432673|41.96193359999999
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:24:00-05:00|41.9822096/-87.8075105|41.9822096|-87.8075105|390|7943|406|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|13906|2729|-87.8075119|41.9823319
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:36:00-05:00|41.946712/-87.685928|41.946712|-87.68592799999999|n/a|20034|2791|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|369|2448|429|-87.685929|41.9467579
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:36:00-05:00|41.9466122/-87.7089595|41.9466122|-87.70895949999999|n/a|18085|1872|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|669|4353|777|-87.70895949999999|41.9466122
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:36:00-05:00|41.946976/-87.66655|41.946976|-87.66655|n/a|21638|3128|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|132|827|145|-87.66633589999999|41.9470228
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:36:00-05:00|41.9465079/-87.7179123|41.9465079|-87.7179123|n/a|17399|1365|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|791|5093|925|-87.7179123|41.9465079
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:36:00-05:00|41.946835/-87.676224|41.946835|-87.67622399999999|n/a|20835|2948|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|274|1645|320|-87.6762239|41.9468801
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:36:00-05:00|41.946625/-87.698135|41.946625|-87.698135|n/a|19021|2541|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|511|3434|610|-87.697853|41.9466942
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:36:00-05:00|41.947147/-87.656181|41.947147|-87.65618099999999|n/a|22533|3334|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|9|39|12|-87.6561833|41.9472015
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 06:48:00-05:00||41.9472917|-87.6565753|1594|21777|1730|-87.88225249999999|41.9797233|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:00:00-05:00||41.947147|-87.65618099999999|n/a|22533|3306|-87.90422099999999|41.97766499999999|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:12:00-05:00||41.947147|-87.65618099999999|n/a|22533|3289|-87.90422099999999|41.97766499999999|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:00:00-05:00|41.9472665/-87.7191813|41.9472665|-87.7191813|782|16529|756|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|5332|1312|-87.71824699999999|41.9473745
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:00:00-05:00|41.9706621/-87.7612831|41.9706621|-87.7612831|611|12170|567|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|9641|2536|-87.76089499999999|41.970634
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:00:00-05:00|41.9841479/-87.8381263|41.9841479|-87.8381263|293|5384|301|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|16462|2925|-87.838028|41.984245
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:00:00-05:00|41.9833846/-87.8594649|41.9833846|-87.85946489999999|215|3616|228|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|18225|2962|-87.85939|41.983505
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:00:00-05:00|41.9777944/-87.9040972|41.9777944|-87.90409720000001|280|3113|333|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|22533|3209|-87.90422099999999|41.97766499999999
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:00:00-05:00|41.9613378/-87.7437804|41.9613378|-87.74378039999999|921|15351|918|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|7883|2179|-87.74357599999999|41.96154
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:00:00-05:00|41.9822096/-87.8075105|41.9822096|-87.8075105|427|7943|406|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|13906|2795|-87.8075119|41.9823319
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:12:00-05:00|41.946712/-87.685928|41.946712|-87.68592799999999|n/a|20034|2771|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|377|2448|429|-87.685929|41.9467579
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:12:00-05:00|41.9466122/-87.7089595|41.9466122|-87.70895949999999|n/a|18085|1951|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|656|4353|777|-87.70895949999999|41.9466122
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:12:00-05:00|41.946976/-87.66655|41.946976|-87.66655|n/a|21638|3131|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|129|827|145|-87.66633589999999|41.9470228
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:12:00-05:00|41.9465079/-87.7179123|41.9465079|-87.7179123|n/a|17399|1444|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|816|5093|925|-87.7179123|41.9465079
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:12:00-05:00|41.946835/-87.676224|41.946835|-87.67622399999999|n/a|20835|2951|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|272|1645|320|-87.6762239|41.9468801
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:12:00-05:00|41.946625/-87.698135|41.946625|-87.698135|n/a|19021|2544|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|524|3434|610|-87.697853|41.9466942
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:12:00-05:00|41.947147/-87.656181|41.947147|-87.65618099999999|n/a|22533|3317|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|9|39|12|-87.6561833|41.9472015
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:24:00-05:00||41.9472917|-87.6565753|1773|21777|1730|-87.88225249999999|41.9797233|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:36:00-05:00||41.947147|-87.65618099999999|n/a|22533|3169|-87.90422099999999|41.97766499999999|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:48:00-05:00||41.947147|-87.65618099999999|n/a|22533|3209|-87.90422099999999|41.97766499999999|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:36:00-05:00|41.9472665/-87.7191813|41.9472665|-87.7191813|917|16529|756|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|5332|1376|-87.71824699999999|41.9473745
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:36:00-05:00|41.9706621/-87.7612831|41.9706621|-87.7612831|743|12170|567|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|9641|2186|-87.76089499999999|41.970634
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:36:00-05:00|41.9841479/-87.8381263|41.9841479|-87.8381263|350|5384|301|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|16462|2636|-87.838028|41.984245
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:36:00-05:00|41.9833846/-87.8594649|41.9833846|-87.85946489999999|209|3616|228|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|18225|2890|-87.85939|41.983505
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:36:00-05:00|41.9777944/-87.9040972|41.9777944|-87.90409720000001|298|3113|333|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|22533|2953|-87.90422099999999|41.97766499999999
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:36:00-05:00|41.9613378/-87.7437804|41.9613378|-87.74378039999999|1075|15351|918|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|7883|1948|-87.74357599999999|41.96154
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:36:00-05:00|41.9822096/-87.8075105|41.9822096|-87.8075105|542|7943|406|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|13906|2526|-87.8075119|41.9823319
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:48:00-05:00|41.946712/-87.685928|41.946712|-87.68592799999999|n/a|20034|2367|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|363|2448|429|-87.685929|41.9467579
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:48:00-05:00|41.9466122/-87.7089595|41.9466122|-87.70895949999999|n/a|18085|1902|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|684|4353|777|-87.70895949999999|41.9466122
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:48:00-05:00|41.946976/-87.66655|41.946976|-87.66655|n/a|21638|2727|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|126|827|145|-87.66633589999999|41.9470228
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:48:00-05:00|41.9465079/-87.7179123|41.9465079|-87.7179123|n/a|17399|1395|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|806|5093|925|-87.7179123|41.9465079
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:48:00-05:00|41.946835/-87.676224|41.946835|-87.67622399999999|n/a|20835|2547|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|260|1645|320|-87.6762239|41.9468801
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:48:00-05:00|41.946625/-87.698135|41.946625|-87.698135|n/a|19021|2160|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|534|3434|610|-87.697853|41.9466942
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 07:48:00-05:00|41.947147/-87.656181|41.947147|-87.65618099999999|n/a|22533|2933|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|9|39|12|-87.6561833|41.9472015
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:00:00-05:00||41.9472917|-87.6565753|1922|21777|1730|-87.88225249999999|41.9797233|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:12:00-05:00||41.947147|-87.65618099999999|n/a|22533|2941|-87.90422099999999|41.97766499999999|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:24:00-05:00||41.947147|-87.65618099999999|n/a|22533|2930|-87.90422099999999|41.97766499999999|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:12:00-05:00|41.9472665/-87.7191813|41.9472665|-87.7191813|1047|16529|756|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|5332|1385|-87.71824699999999|41.9473745
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:12:00-05:00|41.9706621/-87.7612831|41.9706621|-87.7612831|878|12170|567|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|9641|2127|-87.76089499999999|41.970634
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:12:00-05:00|41.9841479/-87.8381263|41.9841479|-87.8381263|384|5384|301|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|16462|2500|-87.838028|41.984245
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:12:00-05:00|41.9833846/-87.8594649|41.9833846|-87.85946489999999|212|3616|228|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|18225|2600|-87.85939|41.983505
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:12:00-05:00|41.9777944/-87.9040972|41.9777944|-87.90409720000001|279|3113|333|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|22533|2930|-87.90422099999999|41.97766499999999
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:12:00-05:00|41.9613378/-87.7437804|41.9613378|-87.74378039999999|1200|15351|918|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|7883|1981|-87.74357599999999|41.96154
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:12:00-05:00|41.9822096/-87.8075105|41.9822096|-87.8075105|669|7943|406|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|13906|2446|-87.8075119|41.9823319
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:24:00-05:00|41.946712/-87.685928|41.946712|-87.68592799999999|n/a|20034|2332|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|392|2448|429|-87.685929|41.9467579
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:24:00-05:00|41.94656/-87.708931|41.94656|-87.70893099999999|n/a|18124|1905|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|697|4353|777|-87.70895949999999|41.9466122
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:24:00-05:00|41.946976/-87.66655|41.946976|-87.66655|n/a|21638|2671|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|144|827|145|-87.66633589999999|41.9470228
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:24:00-05:00|41.9465079/-87.7179123|41.9465079|-87.7179123|n/a|17399|1425|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|824|5093|925|-87.7179123|41.9465079
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:24:00-05:00|41.946835/-87.676224|41.946835|-87.67622399999999|n/a|20835|2491|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|319|1645|320|-87.6762239|41.9468801
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:24:00-05:00|41.946625/-87.698135|41.946625|-87.698135|n/a|19021|2084|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|556|3434|610|-87.697853|41.9466942
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:24:00-05:00|41.947147/-87.656181|41.947147|-87.65618099999999|n/a|22533|2877|-87.90422099999999|41.97766499999999|41.9472917|-87.6565753|9|39|12|-87.6561833|41.9472015
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:36:00-05:00||41.9472917|-87.6565753|2245|21777|1730|-87.88225249999999|41.9797233|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:48:00-05:00||41.947147|-87.65618099999999|n/a|22533|2931|-87.90422099999999|41.97766499999999|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 09:00:00-05:00||41.947147|-87.65618099999999|n/a|22533|2931|-87.90422099999999|41.97766499999999|||||||
Ohare Airport||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-12 08:48:00-05:00|41.9472665/-87.7191813|41.9472665|-87.7191813|1373|16529|756|-87.88225249999999|41.9797233|41.947147|-87.65618099999999|n/a|5332|1430|-87.71824699999999|41.9473745
