origin,destination,mode,avoid,timezone,split_on_leg,drive_leg,departure_time,departure_time_min,departure_time_max,departure_time_delta,unitsRonald Reagan Washington National Airport,McKeldin Mall College Park MD,driving,tolls,eastern,,,,04/26/2017 05:00,04/26/2017 22:00,14,imperialRonald Reagan Washington National Airport,McKeldin Mall College Park MD,transit,,eastern,begin,start,,04/26/2017 05:00,04/26/2017 22:00,14,imperial
Ronald Reagan Washington National Airport,McKeldin Mall College Park MD,transit,,eastern,end,finish,,04/26/2017 05:00,04/26/2017 22:00,14,imperial
