origin,destination,mode,avoid,timezone,split_on_leg,drive_leg,departure_time,departure_time_min,departure_time_max,departure_time_delta,unitsWashington Park Chicago IL,Ohare Airport,driving,tolls,central,,,,04/26/2017 05:00,04/26/2017 22:00,14,imperialWashington Park Chicago IL,Ohare Airport,transit,,central,begin,start,,04/26/2017 05:00,04/26/2017 22:00,14,imperial
Washington Park Chicago IL,Ohare Airport,transit,,central,end,finish,,04/26/2017 05:00,04/26/2017 22:00,14,imperial
