origin,destination,mode,avoid,timezone,split_on_leg,drive_leg,departure_time,departure_time_min,departure_time_max,departure_time_delta,unitsNew York University,LaGuardia Airport,driving,tolls,eastern,,,,04/13/2017 05:00,04/13/2017 22:00,15,imperialNew York University,LaGuardia Airport,transit,,eastern,begin,finish,,04/13/2017 05:00,04/13/2017 22:00,15,imperial
New York University,LaGuardia Airport,transit,,eastern,end,start,,04/13/2017 05:00,04/13/2017 22:00,15,imperial
