origin|split_on_leg|driver_leg|avoid|destination|mode|units|timezone|departure_time|split_point|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 07:36:00-05:00|74 St/Roosevelt Av Station|8.2 mi|40.746543|-73.890732|n/a|2063|-73.9943326|40.7285304|2.9 mi|40.7715416|-73.8717269|378|403|-73.890765|40.7464059
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 07:36:00-05:00|LaGuardia Airport|11.3 mi|40.774059|-73.871857|n/a|2799|-73.9943326|40.7285304|0.2 mi|40.7734912|-73.8758585|89|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-11 07:48:00-05:00||9.9 mi|40.7715416|-73.8717269|1392|1464|-73.9997754|40.7271183|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 07:48:00-05:00||11.3 mi|40.774059|-73.871857|n/a|2799|-73.9943326|40.7285304|||||||
New York University|end|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 07:48:00-05:00||11.3 mi|40.774059|-73.871857|n/a|2799|-73.9943326|40.7285304|||||||
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 07:48:00-05:00|West 4 Street - Washington Square Station|0.2 mi|40.73101|-74.0013002|141|130|-74.0001873|40.7313277|10.9 mi|40.774059|-73.871857|n/a|2520|-74.0012201|40.7311041
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 07:48:00-05:00|47-50 Streets - Rockefeller Center Station|2.5 mi|40.7578741|-73.9819016|1534|1035|-73.9997754|40.7271183|8.8 mi|40.774059|-73.871857|n/a|2100|-73.9817907|40.7578276
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 07:48:00-05:00|36 St|9.4 mi|40.752086|-73.9287825|1639|1875|-73.9932975|40.7295629|5.6 mi|40.774059|-73.871857|n/a|1380|-73.928781|40.752039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 07:48:00-05:00|Roosevelt Av - Jackson Heights Subway Station|7.5 mi|40.7465008|-73.8910021|1374|1453|-73.9997754|40.7271183|3.3 mi|40.774059|-73.871857|n/a|603|-73.8907842|40.7466375
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 07:48:00-05:00|Northern Blvd|8.0 mi|40.7530768|-73.9069949|1499|1566|-73.9997754|40.7271183|4.2 mi|40.774059|-73.871857|n/a|1140|-73.9071013|40.7531039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 07:48:00-05:00|Lexington Av - 63 St Subway Station|5.5 mi|40.764835|-73.9662973|1593|1526|-73.9997754|40.7271183|7.6 mi|40.774059|-73.871857|n/a|1740|-73.966113|40.764629
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 07:48:00-05:00|21 St - Queensbridge|6.4 mi|40.754101|-73.9423347|1661|1727|-73.9932975|40.7295629|6.2 mi|40.774059|-73.871857|n/a|1440|-73.9424742|40.7541777
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 07:48:00-05:00|74 St/Roosevelt Av Station|8.2 mi|40.746543|-73.890732|n/a|1883|-73.9943326|40.7285304|2.9 mi|40.7715416|-73.8717269|395|403|-73.890765|40.7464059
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 07:48:00-05:00|LaGuardia Airport|11.3 mi|40.774059|-73.871857|n/a|2859|-73.9943326|40.7285304|0.2 mi|40.7734912|-73.8758585|90|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-11 08:00:00-05:00||9.9 mi|40.7715416|-73.8717269|1469|1464|-73.9997754|40.7271183|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:00:00-05:00||11.3 mi|40.774059|-73.871857|n/a|2919|-73.9943326|40.7285304|||||||
New York University|end|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:00:00-05:00||11.3 mi|40.774059|-73.871857|n/a|2919|-73.9943326|40.7285304|||||||
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:00:00-05:00|West 4 Street - Washington Square Station|0.2 mi|40.73101|-74.0013002|121|130|-74.0001873|40.7313277|10.9 mi|40.774059|-73.871857|n/a|2640|-74.0012201|40.7311041
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:00:00-05:00|47-50 Streets - Rockefeller Center Station|2.3 mi|40.7578741|-73.9819016|1679|1032|-74.0001873|40.7313277|8.8 mi|40.774059|-73.871857|n/a|1980|-73.9817907|40.7578276
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:00:00-05:00|36 St|9.4 mi|40.752086|-73.9287825|1717|1875|-73.9932975|40.7295629|5.6 mi|40.774059|-73.871857|n/a|1500|-73.928781|40.752039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:00:00-05:00|Roosevelt Av - Jackson Heights Subway Station|7.6 mi|40.7465008|-73.8910021|1397|1484|-73.9932975|40.7295629|3.3 mi|40.774059|-73.871857|n/a|603|-73.8907842|40.7466375
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:00:00-05:00|Northern Blvd|8.0 mi|40.7530768|-73.9069949|1488|1597|-73.9932975|40.7295629|4.2 mi|40.774059|-73.871857|n/a|1080|-73.9071013|40.7531039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:00:00-05:00|Lexington Av - 63 St Subway Station|5.5 mi|40.764835|-73.9662973|1561|1535|-73.9932975|40.7295629|7.6 mi|40.774059|-73.871857|n/a|1620|-73.966113|40.764629
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:00:00-05:00|21 St - Queensbridge|6.4 mi|40.754101|-73.9423347|1719|1727|-73.9932975|40.7295629|6.2 mi|40.774059|-73.871857|n/a|1380|-73.9424742|40.7541777
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:00:00-05:00|74 St/Roosevelt Av Station|8.2 mi|40.746543|-73.890732|n/a|1883|-73.9943326|40.7285304|2.9 mi|40.7715416|-73.8717269|408|403|-73.890765|40.7464059
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:00:00-05:00|LaGuardia Airport|11.3 mi|40.774059|-73.871857|n/a|2919|-73.9943326|40.7285304|0.2 mi|40.7734912|-73.8758585|132|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-11 08:12:00-05:00||10.0 mi|40.7715416|-73.8717269|1369|1464|-73.9932975|40.7295629|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:12:00-05:00||11.3 mi|40.774059|-73.871857|n/a|2799|-73.9943326|40.7285304|||||||
New York University|end|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:12:00-05:00||11.3 mi|40.774059|-73.871857|n/a|2799|-73.9943326|40.7285304|||||||
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:12:00-05:00|West 4 Street - Washington Square Station|0.2 mi|40.73101|-74.0013002|111|130|-74.0001873|40.7313277|10.9 mi|40.774059|-73.871857|n/a|2520|-74.0012201|40.7311041
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:12:00-05:00|47-50 Streets - Rockefeller Center Station|3.0 mi|40.7578741|-73.9819016|1568|1366|-73.9932975|40.7295629|8.8 mi|40.774059|-73.871857|n/a|1920|-73.9817907|40.7578276
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:12:00-05:00|36 St|9.4 mi|40.752086|-73.9287825|1652|1839|-73.9932975|40.7295629|5.6 mi|40.774059|-73.871857|n/a|1380|-73.928781|40.752039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:12:00-05:00|Roosevelt Av - Jackson Heights Subway Station|7.7 mi|40.7465008|-73.8910021|1407|1453|-73.9932975|40.7295629|3.3 mi|40.774059|-73.871857|n/a|603|-73.8907842|40.7466375
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:12:00-05:00|Northern Blvd|8.1 mi|40.7530768|-73.9069949|1449|1566|-73.9932975|40.7295629|4.2 mi|40.774059|-73.871857|n/a|1200|-73.9071013|40.7531039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:12:00-05:00|Lexington Av - 63 St Subway Station|5.4 mi|40.7647873|-73.9664645|1455|1370|-73.9932975|40.7295629|7.6 mi|40.774059|-73.871857|n/a|1620|-73.966113|40.764629
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:12:00-05:00|21 St - Queensbridge|4.5 mi|40.754101|-73.9423347|1665|1422|-73.9932975|40.7295629|6.2 mi|40.774059|-73.871857|n/a|1380|-73.9424742|40.7541777
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:12:00-05:00|74 St/Roosevelt Av Station|8.2 mi|40.746543|-73.890732|n/a|1883|-73.9943326|40.7285304|2.9 mi|40.7715416|-73.8717269|418|403|-73.890765|40.7464059
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:12:00-05:00|LaGuardia Airport|11.3 mi|40.774059|-73.871857|n/a|2799|-73.9943326|40.7285304|0.2 mi|40.7734912|-73.8758585|95|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-11 08:24:00-05:00||9.9 mi|40.7715416|-73.8717269|1479|1495|-73.9932975|40.7295629|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:24:00-05:00||11.3 mi|40.774059|-73.871857|n/a|2739|-73.9943326|40.7285304|||||||
New York University|end|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:24:00-05:00||11.3 mi|40.774059|-73.871857|n/a|2739|-73.9943326|40.7285304|||||||
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:24:00-05:00|West 4 Street - Washington Square Station|0.2 mi|40.73101|-74.0013002|106|130|-74.0001873|40.7313277|10.9 mi|40.774059|-73.871857|n/a|2460|-74.0012201|40.7311041
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:24:00-05:00|47-50 Streets - Rockefeller Center Station|2.5 mi|40.7578741|-73.9819016|1488|1035|-73.9997754|40.7271183|8.8 mi|40.774059|-73.871857|n/a|2040|-73.9817907|40.7578276
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:24:00-05:00|36 St|9.4 mi|40.752086|-73.9287825|1776|1875|-73.9932975|40.7295629|5.6 mi|40.774059|-73.871857|n/a|1560|-73.928781|40.752039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:24:00-05:00|Roosevelt Av - Jackson Heights Subway Station|7.6 mi|40.7465008|-73.8910021|1494|1484|-73.9932975|40.7295629|3.3 mi|40.774059|-73.871857|n/a|603|-73.8907842|40.7466375
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:24:00-05:00|Northern Blvd|8.0 mi|40.7530768|-73.9069949|1582|1597|-73.9932975|40.7295629|4.2 mi|40.774059|-73.871857|n/a|1080|-73.9071013|40.7531039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:24:00-05:00|Lexington Av - 63 St Subway Station|4.3 mi|40.7647873|-73.9664645|1635|1305|-73.9932975|40.7295629|7.6 mi|40.774059|-73.871857|n/a|1860|-73.966113|40.764629
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:24:00-05:00|21 St - Queensbridge|4.7 mi|40.754101|-73.9423347|1877|1439|-73.9932975|40.7295629|6.2 mi|40.774059|-73.871857|n/a|1620|-73.9424742|40.7541777
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:24:00-05:00|74 St/Roosevelt Av Station|8.2 mi|40.746543|-73.890732|n/a|1883|-73.9943326|40.7285304|2.9 mi|40.7715416|-73.8717269|385|403|-73.890765|40.7464059
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:24:00-05:00|LaGuardia Airport|11.3 mi|40.774059|-73.871857|n/a|2739|-73.9943326|40.7285304|0.2 mi|40.7734912|-73.8758585|88|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-11 08:36:00-05:00||9.9 mi|40.7715416|-73.8717269|1579|1464|-73.9997754|40.7271183|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:36:00-05:00||11.6 mi|40.774059|-73.871857|n/a|2799|-73.9943326|40.7285304|||||||
New York University|end|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:36:00-05:00||11.6 mi|40.774059|-73.871857|n/a|2799|-73.9943326|40.7285304|||||||
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:36:00-05:00|West 4 Street - Washington Square Station|0.2 mi|40.73101|-74.0013002|110|130|-74.0001873|40.7313277|11.2 mi|40.774059|-73.871857|n/a|2520|-74.0012201|40.7311041
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:36:00-05:00|5 Av/53 St|2.8 mi|40.7602762|-73.9754916|1597|1221|-73.9932975|40.7295629|8.1 mi|40.774059|-73.871857|n/a|1800|-73.9755398|40.7602095
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:36:00-05:00|36 St|9.5 mi|40.752086|-73.9287825|1841|1844|-73.9932975|40.7295629|5.6 mi|40.774059|-73.871857|n/a|1680|-73.928781|40.752039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:36:00-05:00|50th Street|3.7 mi|40.7623826|-73.9863368|1527|1382|-73.9997754|40.7271183|8.8 mi|40.774059|-73.871857|n/a|2040|-73.9862468|40.7625048
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:36:00-05:00|Roosevelt Av - Jackson Heights Subway Station|7.7 mi|40.7465008|-73.8910021|1525|1453|-73.9932975|40.7295629|3.3 mi|40.774059|-73.871857|n/a|603|-73.8907842|40.7466375
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:36:00-05:00|Court Square-23 Street Station|4.0 mi|40.7480716|-73.9471688|1588|1204|-73.9932975|40.7295629|6.4 mi|40.774059|-73.871857|n/a|1500|-73.9472068|40.747956
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:36:00-05:00|Northern Blvd|8.1 mi|40.7530768|-73.9069949|1650|1566|-73.9932975|40.7295629|4.2 mi|40.774059|-73.871857|n/a|1380|-73.9071013|40.7531039
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:36:00-05:00|74 St/Roosevelt Av Station|8.5 mi|40.746543|-73.890732|n/a|1883|-73.9943326|40.7285304|2.9 mi|40.7715416|-73.8717269|491|403|-73.890765|40.7464059
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:36:00-05:00|LaGuardia Airport|11.6 mi|40.774059|-73.871857|n/a|2799|-73.9943326|40.7285304|0.2 mi|40.7734912|-73.8758585|111|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-11 08:48:00-05:00||9.9 mi|40.7715416|-73.8717269|1651|1464|-73.9997754|40.7271183|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:48:00-05:00||11.3 mi|40.774059|-73.871857|n/a|2679|-73.9943326|40.7285304|||||||
New York University|end|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:48:00-05:00||11.3 mi|40.774059|-73.871857|n/a|2679|-73.9943326|40.7285304|||||||
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:48:00-05:00|West 4 Street - Washington Square Station|0.2 mi|40.73101|-74.0013002|113|130|-74.0001873|40.7313277|10.9 mi|40.774059|-73.871857|n/a|2580|-74.0012201|40.7311041
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:48:00-05:00|47-50 Streets - Rockefeller Center Station|2.5 mi|40.7578741|-73.9819016|1230|1035|-73.9997754|40.7271183|8.8 mi|40.774059|-73.871857|n/a|1920|-73.9817907|40.7578276
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:48:00-05:00|36 St|6.2 mi|40.7520038|-73.9287806|2250|1590|-73.9932975|40.7295629|5.6 mi|40.774059|-73.871857|n/a|1620|-73.928781|40.752039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:48:00-05:00|Roosevelt Av - Jackson Heights Subway Station|7.5 mi|40.7465008|-73.8910021|1542|1453|-73.9997754|40.7271183|3.3 mi|40.774059|-73.871857|n/a|603|-73.8907842|40.7466375
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:48:00-05:00|Northern Blvd|8.0 mi|40.7530768|-73.9069949|1638|1566|-73.9997754|40.7271183|4.2 mi|40.774059|-73.871857|n/a|1380|-73.9071013|40.7531039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:48:00-05:00|Lexington Av - 63 St Subway Station|5.2 mi|40.7647873|-73.9664645|1724|1371|-73.9997754|40.7271183|7.6 mi|40.774059|-73.871857|n/a|1800|-73.966113|40.764629
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:48:00-05:00|21 St - Queensbridge|5.0 mi|40.754101|-73.9423347|1936|1559|-73.9932975|40.7295629|6.2 mi|40.774059|-73.871857|n/a|1440|-73.9424742|40.7541777
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:48:00-05:00|74 St/Roosevelt Av Station|8.5 mi|40.746543|-73.890732|n/a|1823|-73.9943326|40.7285304|2.9 mi|40.7715416|-73.8717269|388|403|-73.890765|40.7464059
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 08:48:00-05:00|LaGuardia Airport|11.3 mi|40.774059|-73.871857|n/a|2679|-73.9943326|40.7285304|0.2 mi|40.7734912|-73.8758585|86|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-11 09:00:00-05:00||9.9 mi|40.7715416|-73.8717269|1548|1495|-73.9932975|40.7295629|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:00:00-05:00||11.3 mi|40.774059|-73.871857|n/a|2679|-73.9943326|40.7285304|||||||
New York University|end|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:00:00-05:00||11.3 mi|40.774059|-73.871857|n/a|2679|-73.9943326|40.7285304|||||||
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:00:00-05:00|West 4 Street - Washington Square Station|0.2 mi|40.73101|-74.0013002|138|130|-74.0001873|40.7313277|10.9 mi|40.774059|-73.871857|n/a|2400|-74.0012201|40.7311041
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:00:00-05:00|47-50 Streets - Rockefeller Center Station|2.5 mi|40.7578741|-73.9819016|1393|1035|-73.9997754|40.7271183|8.8 mi|40.774059|-73.871857|n/a|2220|-73.9817907|40.7578276
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:00:00-05:00|36 St|9.4 mi|40.752086|-73.9287825|1919|1875|-73.9932975|40.7295629|5.6 mi|40.774059|-73.871857|n/a|1620|-73.928781|40.752039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:00:00-05:00|Roosevelt Av - Jackson Heights Subway Station|7.6 mi|40.7465008|-73.8910021|1633|1484|-73.9932975|40.7295629|3.3 mi|40.774059|-73.871857|n/a|603|-73.8907842|40.7466375
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:00:00-05:00|Northern Blvd|8.0 mi|40.7530768|-73.9069949|1680|1597|-73.9932975|40.7295629|4.2 mi|40.774059|-73.871857|n/a|1320|-73.9071013|40.7531039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:00:00-05:00|Lexington Av - 63 St Subway Station|5.6 mi|40.764835|-73.9662973|1711|1557|-73.9932975|40.7295629|7.6 mi|40.774059|-73.871857|n/a|1920|-73.966113|40.764629
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:00:00-05:00|21 St - Queensbridge|4.5 mi|40.754101|-73.9423347|1843|1361|-73.9932975|40.7295629|6.2 mi|40.774059|-73.871857|n/a|1680|-73.9424742|40.7541777
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:00:00-05:00|74 St/Roosevelt Av Station|8.5 mi|40.746543|-73.890732|n/a|1823|-73.9943326|40.7285304|2.9 mi|40.7715416|-73.8717269|394|403|-73.890765|40.7464059
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:00:00-05:00|LaGuardia Airport|11.3 mi|40.774059|-73.871857|n/a|2859|-73.9943326|40.7285304|0.2 mi|40.7734912|-73.8758585|89|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-11 09:12:00-05:00||9.9 mi|40.7715416|-73.8717269|1786|1464|-73.9997754|40.7271183|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:12:00-05:00||11.6 mi|40.774059|-73.871857|n/a|2799|-73.9943326|40.7285304|||||||
New York University|end|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:12:00-05:00||11.6 mi|40.774059|-73.871857|n/a|2799|-73.9943326|40.7285304|||||||
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:12:00-05:00|West 4 Street - Washington Square Station|0.2 mi|40.73101|-74.0013002|161|130|-74.0001873|40.7313277|11.2 mi|40.774059|-73.871857|n/a|2520|-74.0012201|40.7311041
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:12:00-05:00|5 Av/53 St|3.1 mi|40.7602762|-73.9754916|1652|1267|-73.9932975|40.7295629|8.1 mi|40.774059|-73.871857|n/a|1620|-73.9755398|40.7602095
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:12:00-05:00|36 St|6.2 mi|40.7520038|-73.9287806|1845|1590|-73.9932975|40.7295629|5.6 mi|40.774059|-73.871857|n/a|1620|-73.928781|40.752039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:12:00-05:00|50th Street|3.6 mi|40.7623826|-73.9863368|1635|1259|-73.9997754|40.7271183|8.8 mi|40.774059|-73.871857|n/a|1800|-73.9862468|40.7625048
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:12:00-05:00|Roosevelt Av - Jackson Heights Subway Station|7.6 mi|40.7465008|-73.8910021|1703|1448|-73.9932975|40.7295629|3.3 mi|40.774059|-73.871857|n/a|603|-73.8907842|40.7466375
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:12:00-05:00|Court Square-23 Street Station|4.0 mi|40.7480716|-73.9471688|1563|1204|-73.9932975|40.7295629|6.4 mi|40.774059|-73.871857|n/a|1380|-73.9472068|40.747956
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:12:00-05:00|Northern Blvd|8.1 mi|40.7530768|-73.9069949|1777|1561|-73.9932975|40.7295629|4.2 mi|40.774059|-73.871857|n/a|1320|-73.9071013|40.7531039
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:12:00-05:00|74 St/Roosevelt Av Station|8.2 mi|40.746543|-73.890732|n/a|1763|-73.9943326|40.7285304|2.9 mi|40.7715416|-73.8717269|404|403|-73.890765|40.7464059
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:12:00-05:00|LaGuardia Airport|11.6 mi|40.774059|-73.871857|n/a|2799|-73.9943326|40.7285304|0.2 mi|40.7734912|-73.8758585|94|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-11 09:24:00-05:00||9.9 mi|40.7715416|-73.8717269|1621|1464|-73.9997754|40.7271183|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:24:00-05:00||11.6 mi|40.774059|-73.871857|n/a|2679|-73.9943326|40.7285304|||||||
New York University|end|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:24:00-05:00||11.6 mi|40.774059|-73.871857|n/a|2679|-73.9943326|40.7285304|||||||
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:24:00-05:00|West 4 Street - Washington Square Station|0.2 mi|40.73101|-74.0013002|142|130|-74.0001873|40.7313277|11.2 mi|40.774059|-73.871857|n/a|2400|-74.0012201|40.7311041
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:24:00-05:00|5 Av/53 St|3.1 mi|40.7602762|-73.9754916|1698|1267|-73.9932975|40.7295629|8.1 mi|40.774059|-73.871857|n/a|1800|-73.9755398|40.7602095
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:24:00-05:00|36 St|4.9 mi|40.7520038|-73.9287806|1943|1572|-73.9932975|40.7295629|5.6 mi|40.774059|-73.871857|n/a|1560|-73.928781|40.752039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:24:00-05:00|50th Street|3.6 mi|40.7623826|-73.9863368|1485|1259|-73.9997754|40.7271183|8.8 mi|40.774059|-73.871857|n/a|2040|-73.9862468|40.7625048
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:24:00-05:00|Roosevelt Av - Jackson Heights Subway Station|7.5 mi|40.7465008|-73.8910021|1579|1453|-73.9997754|40.7271183|3.3 mi|40.774059|-73.871857|n/a|603|-73.8907842|40.7466375
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:24:00-05:00|Court Square-23 Street Station|4.0 mi|40.7480716|-73.9471688|1564|1204|-73.9932975|40.7295629|6.4 mi|40.774059|-73.871857|n/a|1620|-73.9472068|40.747956
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:24:00-05:00|Northern Blvd|8.0 mi|40.7530768|-73.9069949|1759|1566|-73.9997754|40.7271183|4.2 mi|40.774059|-73.871857|n/a|1320|-73.9071013|40.7531039
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:24:00-05:00|74 St/Roosevelt Av Station|8.2 mi|40.746543|-73.890732|n/a|1763|-73.9943326|40.7285304|2.9 mi|40.7715416|-73.8717269|445|403|-73.890765|40.7464059
New York University|end|finish||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:24:00-05:00|LaGuardia Airport|11.6 mi|40.774059|-73.871857|n/a|2679|-73.9943326|40.7285304|0.2 mi|40.7734912|-73.8758585|87|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-11 09:36:00-05:00||9.9 mi|40.7715416|-73.8717269|1632|1515|-73.9932975|40.7295629|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:36:00-05:00||11.3 mi|40.774059|-73.871857|n/a|2799|-73.9943326|40.7285304|||||||
New York University|end|||LaGuardia Airport|transit|imperial|eastern|2017-04-11 09:36:00-05:00||11.3 mi|40.774059|-73.871857|n/a|2799|-73.9943326|40.7285304|||||||
