origin|split_on_leg|drive_leg|avoid|destination|mode|units|timezone|departure_time|split_point|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:00:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1062|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|532|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:00:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1660|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|107|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:00:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1547|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|620|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 09:12:00-05:00||10.7 mi|42.3747715|-71.0290294|1828|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1659|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1659|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:12:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|762|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1121|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:12:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|920|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1040|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:12:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1659|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:12:00-05:00|Central|1.0 mi|42.3653463|-71.103606|422|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|1053|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:12:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1308|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|808|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:12:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1185|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|680|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:12:00-05:00|Maverick|4.9 mi|42.3691186|-71.0395296|n/a|1539|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|337|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:12:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1081|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|541|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:12:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1659|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|107|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:12:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1566|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|625|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 09:24:00-05:00||9.4 mi|42.3747715|-71.0290294|1740|1588|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:24:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1588|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:24:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1588|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:24:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|730|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|957|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:24:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|880|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1059|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:24:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1641|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:24:00-05:00|Central|1.0 mi|42.3653463|-71.103606|418|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1510|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:24:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1216|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|814|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:24:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1182|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|713|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:24:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1521|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|312|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:24:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1078|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|577|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:24:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1641|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|108|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:24:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1563|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|631|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 09:36:00-05:00||9.4 mi|42.3747715|-71.0290294|1607|1596|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:36:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1280|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:36:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1299|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:36:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|710|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|775|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:36:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|848|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1063|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:36:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|1|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1244|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:36:00-05:00|Central|1.0 mi|42.3653463|-71.103606|437|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|1008|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:36:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1088|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|828|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:36:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1174|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|654|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:36:00-05:00|Maverick|4.9 mi|42.3691186|-71.0395296|n/a|1124|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|318|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:36:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1070|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|538|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:36:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1244|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|108|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:36:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1555|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|587|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 09:48:00-05:00||9.4 mi|42.3747715|-71.0290294|1561|1588|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1693|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1693|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:48:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|723|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1081|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:48:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|856|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1066|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:48:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1693|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:48:00-05:00|Central|1.0 mi|42.3653463|-71.103606|426|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1465|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:48:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|980|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|822|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:48:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1176|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|659|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:48:00-05:00|Maverick|4.9 mi|42.3691186|-71.0395296|n/a|1573|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|328|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:48:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1072|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|516|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:48:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1693|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|108|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 09:48:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1557|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|628|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 10:00:00-05:00||9.4 mi|42.3747715|-71.0290294|1537|1582|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:00:00-05:00||5.7 mi|42.374262|-71.030395|n/a|1451|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:00:00-05:00||5.7 mi|42.374262|-71.030395|n/a|1451|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:00:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|761|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1208|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:00:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1302|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|746|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:00:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|902|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1058|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:00:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.7 mi|42.374262|-71.030395|n/a|1321|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:00:00-05:00|Central|1.0 mi|42.3653463|-71.103606|437|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1456|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:00:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1167|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|772|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:00:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1187|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|326|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:00:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1548|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|592|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:00:00-05:00|Airport Station|5.7 mi|42.374262|-71.030395|n/a|1321|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|107|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 10:12:00-05:00||9.5 mi|42.3747715|-71.0290294|1558|1603|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1391|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1711|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:12:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|760|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1427|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:12:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1150|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|747|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:12:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|873|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1062|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:12:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|1|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1833|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:12:00-05:00|Central|1.0 mi|42.3653463|-71.103606|411|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1431|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:12:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1174|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|678|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:12:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1713|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|325|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:12:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1555|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|595|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 10:12:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1833|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|105|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 10:24:00-05:00||10.7 mi|42.3747715|-71.0290294|1711|1541|-71.1191387|42.3736294|||||||
