origin|split_on_leg|driver_leg|avoid|destination|mode|units|timezone|departure_time|split_point|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:15:00-05:00|Addison & Clark|14.0 mi|41.947147|-87.656181|n/a|2923|-87.904221|41.977665|128 ft|41.9472917|-87.6565753|12|12|-87.6561833|41.9472015
Ohare Airport|||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-11 09:30:00-05:00||13.5 mi|41.9472917|-87.6565753|1794|1730|-87.8822525|41.9797233|||||||
Ohare Airport|begin|||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00||14.0 mi|41.947147|-87.656181|n/a|2903|-87.904221|41.977665|||||||
Ohare Airport|end|||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00||14.0 mi|41.947147|-87.656181|n/a|2903|-87.904221|41.977665|||||||
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00|Addison|10.3 mi|41.9472665|-87.7191813|865|756|-87.8822525|41.9797233|3.3 mi|41.947147|-87.656181|n/a|1321|-87.718247|41.9473745
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00|Jefferson Park Transit Center|7.6 mi|41.9706621|-87.7612831|618|567|-87.8822525|41.9797233|6.0 mi|41.947147|-87.656181|n/a|1883|-87.760895|41.970634
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00|Cumberland|3.3 mi|41.9841479|-87.8381263|307|301|-87.8822525|41.9797233|10.2 mi|41.947147|-87.656181|n/a|2437|-87.838028|41.984245
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00|Rosemont|2.2 mi|41.9833846|-87.8594649|216|228|-87.8822525|41.9797233|11.3 mi|41.947147|-87.656181|n/a|2549|-87.85939|41.983505
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00|O'Hare|1.9 mi|41.9777944|-87.9040972|314|333|-87.8822525|41.9797233|14.0 mi|41.947147|-87.656181|n/a|2909|-87.904221|41.977665
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00|Montrose (Blue)|9.5 mi|41.9613378|-87.7437804|968|918|-87.8822525|41.9797233|4.9 mi|41.947147|-87.656181|n/a|1776|-87.743576|41.96154
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00|Harlem|4.9 mi|41.9822096|-87.8075105|451|406|-87.8822525|41.9797233|8.6 mi|41.947147|-87.656181|n/a|2196|-87.8075119|41.9823319
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00|Addison & Oakley|12.4 mi|41.946712|-87.685928|n/a|2321|-87.904221|41.977665|1.7 mi|41.9472917|-87.6565753|505|510|-87.685929|41.9467579
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00|Addison & Elston|11.3 mi|41.94656|-87.708931|n/a|1913|-87.904221|41.977665|2.9 mi|41.9472917|-87.6565753|797|858|-87.7089595|41.9466122
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00|Addison & Greenview|13.4 mi|41.946976|-87.66655|n/a|2681|-87.904221|41.977665|0.5 mi|41.9472917|-87.6565753|122|145|-87.6663359|41.9470228
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00|Addison Blue Line Station|10.8 mi|41.9465079|-87.7179123|n/a|1425|-87.904221|41.977665|3.2 mi|41.9472917|-87.6565753|923|925|-87.7179123|41.9465079
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00|Addison & Wolcott|12.9 mi|41.946835|-87.676224|n/a|2501|-87.904221|41.977665|1.2 mi|41.9472917|-87.6565753|372|398|-87.6762239|41.9468801
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00|Addison & California|11.8 mi|41.946625|-87.698135|n/a|2113|-87.904221|41.977665|2.3 mi|41.9472917|-87.6565753|657|691|-87.697853|41.9466942
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:30:00-05:00|Addison & Clark|14.0 mi|41.947147|-87.656181|n/a|2906|-87.904221|41.977665|128 ft|41.9472917|-87.6565753|10|12|-87.6561833|41.9472015
Ohare Airport|||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-11 09:45:00-05:00||13.5 mi|41.9472917|-87.6565753|1900|1730|-87.8822525|41.9797233|||||||
Ohare Airport|begin|||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00||14.0 mi|41.947147|-87.656181|n/a|3362|-87.904221|41.977665|||||||
Ohare Airport|end|||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00||14.0 mi|41.947147|-87.656181|n/a|3362|-87.904221|41.977665|||||||
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00|Addison|10.3 mi|41.9472665|-87.7191813|789|756|-87.8822525|41.9797233|3.3 mi|41.947147|-87.656181|n/a|1325|-87.718247|41.9473745
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00|Jefferson Park Transit Center|7.6 mi|41.9706621|-87.7612831|641|567|-87.8822525|41.9797233|6.0 mi|41.947147|-87.656181|n/a|2416|-87.760895|41.970634
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00|Cumberland|3.3 mi|41.9841479|-87.8381263|327|301|-87.8822525|41.9797233|10.2 mi|41.947147|-87.656181|n/a|2877|-87.838028|41.984245
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00|Rosemont|2.2 mi|41.9833846|-87.8594649|217|228|-87.8822525|41.9797233|11.3 mi|41.947147|-87.656181|n/a|2989|-87.85939|41.983505
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00|O'Hare|1.9 mi|41.9777944|-87.9040972|345|333|-87.8822525|41.9797233|14.0 mi|41.947147|-87.656181|n/a|2990|-87.904221|41.977665
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00|Montrose (Blue)|9.5 mi|41.9613378|-87.7437804|1027|918|-87.8822525|41.9797233|4.9 mi|41.947147|-87.656181|n/a|1805|-87.743576|41.96154
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00|Harlem|4.9 mi|41.9822096|-87.8075105|476|406|-87.8822525|41.9797233|8.6 mi|41.947147|-87.656181|n/a|2679|-87.8075119|41.9823319
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00|Addison & Oakley|12.4 mi|41.946712|-87.685928|n/a|2780|-87.904221|41.977665|1.5 mi|41.9472917|-87.6565753|573|429|-87.685929|41.9467579
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00|Addison & Elston|11.3 mi|41.94656|-87.708931|n/a|2364|-87.904221|41.977665|2.7 mi|41.9472917|-87.6565753|849|777|-87.7089595|41.9466122
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00|Addison & Greenview|13.4 mi|41.946976|-87.66655|n/a|3151|-87.904221|41.977665|0.5 mi|41.9472917|-87.6565753|142|145|-87.6663359|41.9470228
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00|Addison Blue Line Station|10.8 mi|41.9465079|-87.7179123|n/a|1453|-87.904221|41.977665|3.4 mi|41.9472917|-87.6565753|965|1005|-87.7179123|41.9465079
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00|Addison & Wolcott|12.9 mi|41.946835|-87.676224|n/a|2960|-87.904221|41.977665|1.0 mi|41.9472917|-87.6565753|449|320|-87.6762239|41.9468801
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00|Addison & California|11.8 mi|41.946625|-87.698135|n/a|2564|-87.904221|41.977665|2.1 mi|41.9472917|-87.6565753|696|610|-87.697853|41.9466942
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 09:45:00-05:00|Addison & Clark|14.0 mi|41.947147|-87.656181|n/a|3357|-87.904221|41.977665|128 ft|41.9472917|-87.6565753|11|12|-87.6561833|41.9472015
Ohare Airport|||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-11 10:00:00-05:00||13.5 mi|41.9472917|-87.6565753|1919|1730|-87.8822525|41.9797233|||||||
Ohare Airport|begin|||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00||14.0 mi|41.947147|-87.656181|n/a|3441|-87.904221|41.977665|||||||
Ohare Airport|end|||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00||14.0 mi|41.947147|-87.656181|n/a|3501|-87.904221|41.977665|||||||
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00|Addison|10.3 mi|41.9472665|-87.7191813|789|756|-87.8822525|41.9797233|3.3 mi|41.947147|-87.656181|n/a|1325|-87.718247|41.9473745
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00|Jefferson Park Transit Center|7.6 mi|41.9706621|-87.7612831|644|567|-87.8822525|41.9797233|6.0 mi|41.947147|-87.656181|n/a|2051|-87.760895|41.970634
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00|Cumberland|3.3 mi|41.9841479|-87.8381263|322|301|-87.8822525|41.9797233|10.2 mi|41.947147|-87.656181|n/a|2545|-87.838028|41.984245
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00|Rosemont|2.2 mi|41.9833846|-87.8594649|214|228|-87.8822525|41.9797233|11.3 mi|41.947147|-87.656181|n/a|3107|-87.85939|41.983505
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00|O'Hare|1.9 mi|41.9777944|-87.9040972|314|333|-87.8822525|41.9797233|14.0 mi|41.947147|-87.656181|n/a|2995|-87.904221|41.977665
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00|Montrose (Blue)|9.5 mi|41.9613378|-87.7437804|994|918|-87.8822525|41.9797233|4.9 mi|41.947147|-87.656181|n/a|1758|-87.743576|41.96154
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00|Harlem|4.9 mi|41.9822096|-87.8075105|485|406|-87.8822525|41.9797233|8.6 mi|41.947147|-87.656181|n/a|2389|-87.8075119|41.9823319
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00|Addison & Oakley|12.4 mi|41.946712|-87.685928|n/a|2825|-87.904221|41.977665|1.8 mi|41.9472917|-87.6565753|507|531|-87.685929|41.9467579
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00|Addison & Elston|11.2 mi|41.9466122|-87.7089595|n/a|1961|-87.904221|41.977665|2.7 mi|41.9472917|-87.6565753|899|777|-87.7089595|41.9466122
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00|Addison & Greenview|13.4 mi|41.946976|-87.66655|n/a|3189|-87.904221|41.977665|0.5 mi|41.9472917|-87.6565753|141|145|-87.6663359|41.9470228
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00|Addison Blue Line Station|10.8 mi|41.9465079|-87.7179123|n/a|1394|-87.904221|41.977665|3.2 mi|41.9472917|-87.6565753|976|925|-87.7179123|41.9465079
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00|Addison & Wolcott|12.9 mi|41.946835|-87.676224|n/a|2991|-87.904221|41.977665|1.3 mi|41.9472917|-87.6565753|399|421|-87.6762239|41.9468801
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00|Addison & California|11.8 mi|41.946625|-87.698135|n/a|2547|-87.904221|41.977665|2.1 mi|41.9472917|-87.6565753|769|610|-87.697853|41.9466942
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:00:00-05:00|Addison & Clark|14.0 mi|41.947147|-87.656181|n/a|3373|-87.904221|41.977665|128 ft|41.9472917|-87.6565753|12|12|-87.6561833|41.9472015
Ohare Airport|||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-11 10:15:00-05:00||13.5 mi|41.9489979|-87.6571019|1829|1789|-87.8822525|41.9797233|||||||
Ohare Airport|begin|||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00||14.0 mi|41.947147|-87.656181|n/a|3635|-87.904221|41.977665|||||||
Ohare Airport|end|||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00||14.0 mi|41.947147|-87.656181|n/a|3627|-87.904221|41.977665|||||||
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00|Addison|10.3 mi|41.9472665|-87.7191813|755|756|-87.8822525|41.9797233|3.3 mi|41.947147|-87.656181|n/a|1443|-87.718247|41.9473745
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00|Jefferson Park Transit Center|7.6 mi|41.9706621|-87.7612831|605|567|-87.8822525|41.9797233|6.0 mi|41.947147|-87.656181|n/a|2526|-87.760895|41.970634
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00|Cumberland|3.3 mi|41.9841479|-87.8381263|309|301|-87.8822525|41.9797233|10.2 mi|41.947147|-87.656181|n/a|2718|-87.838028|41.984245
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00|Rosemont|2.2 mi|41.9833846|-87.8594649|213|228|-87.8822525|41.9797233|11.3 mi|41.947147|-87.656181|n/a|3259|-87.85939|41.983505
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00|O'Hare|1.9 mi|41.9777944|-87.9040972|287|333|-87.8822525|41.9797233|14.0 mi|41.947147|-87.656181|n/a|3168|-87.904221|41.977665
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00|Montrose (Blue)|9.5 mi|41.9613378|-87.7437804|943|918|-87.8822525|41.9797233|4.9 mi|41.947147|-87.656181|n/a|2485|-87.743576|41.96154
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00|Harlem|4.9 mi|41.9822096|-87.8075105|433|406|-87.8822525|41.9797233|8.6 mi|41.947147|-87.656181|n/a|2849|-87.8075119|41.9823319
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00|Addison & Oakley|12.4 mi|41.946712|-87.685928|n/a|2988|-87.904221|41.977665|1.5 mi|41.9472917|-87.6565753|440|429|-87.685929|41.9467579
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00|Addison & Elston|11.2 mi|41.9466122|-87.7089595|n/a|1961|-87.904221|41.977665|3.0 mi|41.9472917|-87.6565753|851|879|-87.7089595|41.9466122
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00|Addison & Greenview|13.4 mi|41.946976|-87.66655|n/a|3405|-87.904221|41.977665|0.5 mi|41.9472917|-87.6565753|130|145|-87.6663359|41.9470228
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00|Addison Blue Line Station|10.8 mi|41.9465079|-87.7179123|n/a|1425|-87.904221|41.977665|3.2 mi|41.9472917|-87.6565753|1009|925|-87.7179123|41.9465079
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00|Addison & Wolcott|12.9 mi|41.946835|-87.676224|n/a|3198|-87.904221|41.977665|1.0 mi|41.9472917|-87.6565753|393|320|-87.6762239|41.9468801
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00|Addison & California|11.8 mi|41.946625|-87.698135|n/a|2754|-87.904221|41.977665|2.1 mi|41.9472917|-87.6565753|640|610|-87.697853|41.9466942
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:15:00-05:00|Addison & Clark|14.0 mi|41.947147|-87.656181|n/a|3580|-87.904221|41.977665|128 ft|41.9472917|-87.6565753|12|12|-87.6561833|41.9472015
Ohare Airport|||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-11 10:30:00-05:00||13.5 mi|41.9472917|-87.6565753|1812|1730|-87.8822525|41.9797233|||||||
Ohare Airport|begin|||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00||14.0 mi|41.947147|-87.656181|n/a|3199|-87.904221|41.977665|||||||
Ohare Airport|end|||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00||14.0 mi|41.947147|-87.656181|n/a|3199|-87.904221|41.977665|||||||
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00|Addison|10.3 mi|41.9472665|-87.7191813|742|756|-87.8822525|41.9797233|3.3 mi|41.947147|-87.656181|n/a|1312|-87.718247|41.9473745
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00|Jefferson Park Transit Center|7.6 mi|41.9706621|-87.7612831|582|567|-87.8822525|41.9797233|6.0 mi|41.947147|-87.656181|n/a|2159|-87.760895|41.970634
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00|Cumberland|3.3 mi|41.9841479|-87.8381263|292|301|-87.8822525|41.9797233|10.2 mi|41.947147|-87.656181|n/a|2771|-87.838028|41.984245
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00|Rosemont|2.2 mi|41.9833846|-87.8594649|209|228|-87.8822525|41.9797233|11.3 mi|41.947147|-87.656181|n/a|2871|-87.85939|41.983505
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00|O'Hare|1.9 mi|41.9777944|-87.9040972|286|333|-87.8822525|41.9797233|14.0 mi|41.947147|-87.656181|n/a|3258|-87.904221|41.977665
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00|Montrose (Blue)|9.5 mi|41.9613378|-87.7437804|933|918|-87.8822525|41.9797233|5.2 mi|41.946945|-87.656418|n/a|2546|-87.7432673|41.9619336
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00|Harlem|4.9 mi|41.9822096|-87.8075105|432|406|-87.8822525|41.9797233|8.6 mi|41.947147|-87.656181|n/a|2534|-87.8075119|41.9823319
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00|Addison & Oakley|12.4 mi|41.946712|-87.685928|n/a|2596|-87.904221|41.977665|1.7 mi|41.9472917|-87.6565753|480|510|-87.685929|41.9467579
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00|Addison & Elston|11.2 mi|41.9466122|-87.7089595|n/a|1932|-87.904221|41.977665|2.7 mi|41.9472917|-87.6565753|726|777|-87.7089595|41.9466122
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00|Addison & Greenview|13.4 mi|41.946976|-87.66655|n/a|3004|-87.904221|41.977665|0.5 mi|41.9472917|-87.6565753|134|145|-87.6663359|41.9470228
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00|Addison Blue Line Station|10.8 mi|41.9465079|-87.7179123|n/a|1425|-87.904221|41.977665|3.4 mi|41.9472917|-87.6565753|979|1026|-87.7179123|41.9465079
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00|Addison & Wolcott|12.9 mi|41.946835|-87.676224|n/a|2806|-87.904221|41.977665|1.2 mi|41.9472917|-87.6565753|370|400|-87.6762239|41.9468801
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00|Addison & California|11.8 mi|41.946625|-87.698135|n/a|2362|-87.904221|41.977665|2.1 mi|41.9472917|-87.6565753|685|610|-87.697853|41.9466942
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:30:00-05:00|Addison & Clark|14.0 mi|41.947147|-87.656181|n/a|3188|-87.904221|41.977665|128 ft|41.9472917|-87.6565753|11|12|-87.6561833|41.9472015
Ohare Airport|||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-11 10:45:00-05:00||13.5 mi|41.9472917|-87.6565753|1805|1730|-87.8822525|41.9797233|||||||
Ohare Airport|begin|||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00||14.0 mi|41.947147|-87.656181|n/a|3017|-87.904221|41.977665|||||||
Ohare Airport|end|||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00||14.0 mi|41.947147|-87.656181|n/a|3017|-87.904221|41.977665|||||||
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00|Addison|10.3 mi|41.9472665|-87.7191813|706|756|-87.8822525|41.9797233|3.3 mi|41.947147|-87.656181|n/a|1403|-87.718247|41.9473745
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00|Jefferson Park Transit Center|7.6 mi|41.9706621|-87.7612831|544|567|-87.8822525|41.9797233|6.0 mi|41.947147|-87.656181|n/a|2720|-87.760895|41.970634
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00|Cumberland|3.3 mi|41.9841479|-87.8381263|284|301|-87.8822525|41.9797233|10.2 mi|41.947147|-87.656181|n/a|2545|-87.838028|41.984245
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00|Rosemont|2.2 mi|41.9833846|-87.8594649|210|228|-87.8822525|41.9797233|11.3 mi|41.947147|-87.656181|n/a|2718|-87.85939|41.983505
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00|O'Hare|1.9 mi|41.9777944|-87.9040972|293|333|-87.8822525|41.9797233|14.0 mi|41.947147|-87.656181|n/a|3000|-87.904221|41.977665
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00|Montrose (Blue)|9.5 mi|41.9613378|-87.7437804|959|918|-87.8822525|41.9797233|4.9 mi|41.947147|-87.656181|n/a|2595|-87.743576|41.96154
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00|Harlem|4.9 mi|41.9822096|-87.8075105|378|406|-87.8822525|41.9797233|8.6 mi|41.947147|-87.656181|n/a|3024|-87.8075119|41.9823319
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00|Addison & Oakley|12.4 mi|41.946712|-87.685928|n/a|2439|-87.904221|41.977665|1.8 mi|41.9472917|-87.6565753|528|554|-87.685929|41.9467579
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00|Addison & Elston|11.2 mi|41.9466122|-87.7089595|n/a|1960|-87.904221|41.977665|2.9 mi|41.9472917|-87.6565753|804|858|-87.7089595|41.9466122
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00|Addison & Greenview|13.4 mi|41.946976|-87.66655|n/a|2847|-87.904221|41.977665|0.5 mi|41.9472917|-87.6565753|150|145|-87.6663359|41.9470228
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00|Addison Blue Line Station|10.8 mi|41.9465079|-87.7179123|n/a|1453|-87.904221|41.977665|3.2 mi|41.9472917|-87.6565753|974|925|-87.7179123|41.9465079
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00|Addison & Wolcott|12.9 mi|41.946835|-87.676224|n/a|2634|-87.904221|41.977665|1.3 mi|41.9472917|-87.6565753|428|421|-87.6762239|41.9468801
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00|Addison & California|11.8 mi|41.946625|-87.698135|n/a|2205|-87.904221|41.977665|2.4 mi|41.9472917|-87.6565753|691|711|-87.697853|41.9466942
Ohare Airport|end|finish||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 10:45:00-05:00|Addison & Clark|14.0 mi|41.947147|-87.656181|n/a|3031|-87.904221|41.977665|128 ft|41.9472917|-87.6565753|10|12|-87.6561833|41.9472015
Ohare Airport|||tolls|Wrigley Field Chicago IL|driving|imperial|central|2017-04-11 11:00:00-05:00||13.5 mi|41.9472917|-87.6565753|1792|1730|-87.8822525|41.9797233|||||||
Ohare Airport|begin|||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 11:00:00-05:00||14.0 mi|41.947147|-87.656181|n/a|2920|-87.904221|41.977665|||||||
Ohare Airport|end|||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 11:00:00-05:00||14.0 mi|41.947147|-87.656181|n/a|2918|-87.904221|41.977665|||||||
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 11:00:00-05:00|Addison|10.3 mi|41.9472665|-87.7191813|731|756|-87.8822525|41.9797233|3.3 mi|41.947147|-87.656181|n/a|1385|-87.718247|41.9473745
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 11:00:00-05:00|Jefferson Park Transit Center|7.6 mi|41.9706621|-87.7612831|562|567|-87.8822525|41.9797233|6.0 mi|41.947147|-87.656181|n/a|2623|-87.760895|41.970634
Ohare Airport|begin|start||Wrigley Field Chicago IL|transit|imperial|central|2017-04-11 11:00:00-05:00|Cumberland|3.3 mi|41.9841479|-87.8381263|293|301|-87.8822525|41.9797233|10.2 mi|41.947147|-87.656181|n/a|3095|-87.838028|41.984245
