origin|avoid|destination|mode|units|departure_time|distance|end_y|start_y|duration-sec|start_x|duration_in_traffic-sec|duration|end_x|duration_in_traffic
New York University||LaGuardia Airport|transit|imperial|2017-03-22 04:30:00.499621|12.4 mi|40.7718585|40.7284833|3018|-73.99437209999999|n/a|50 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 04:35:00.092218|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1119|26 mins|-73.8717269|19 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 04:35:00.996332|12.4 mi|40.7718585|40.7284833|3018|-73.99437209999999|n/a|50 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 04:40:00.076985|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1107|26 mins|-73.8717269|18 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 04:40:01.042958|11.9 mi|40.7718585|40.7285304|2821|-73.99433259999999|n/a|47 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 04:45:00.087773|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1141|26 mins|-73.8717269|19 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 04:45:00.510793|11.9 mi|40.7718585|40.7285304|2821|-73.99433259999999|n/a|47 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 04:50:00.098261|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1181|26 mins|-73.8717269|20 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 04:50:00.562790|11.9 mi|40.7718585|40.7285304|3001|-73.99433259999999|n/a|50 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 04:55:00.096796|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1176|26 mins|-73.8717269|20 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 04:55:01.001879|11.9 mi|40.7718585|40.7285304|3001|-73.99433259999999|n/a|50 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 05:00:00.090766|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1190|26 mins|-73.8717269|20 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 05:00:00.831411|11.6 mi|40.7718585|40.7285304|3561|-73.99433259999999|n/a|59 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 05:05:00.079606|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1223|26 mins|-73.8717269|20 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 05:05:00.513516|11.6 mi|40.7718585|40.7285304|3561|-73.99433259999999|n/a|59 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 05:10:00.082717|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1261|26 mins|-73.8717269|21 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 05:10:00.879553|12.2 mi|40.7718585|40.7285304|2881|-73.99433259999999|n/a|48 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 05:15:00.106089|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1287|26 mins|-73.8717269|21 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 05:15:01.159002|12.2 mi|40.7718585|40.7285304|2881|-73.99433259999999|n/a|48 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 05:20:00.052613|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1286|26 mins|-73.8717269|21 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 05:20:00.471800|12.2 mi|40.7718585|40.7285304|3061|-73.99433259999999|n/a|51 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 05:25:00.115702|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1284|26 mins|-73.8717269|21 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 05:25:00.517896|12.2 mi|40.7718585|40.7285304|3061|-73.99433259999999|n/a|51 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 05:30:00.084175|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1299|26 mins|-73.8717269|22 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 05:30:01.013123|11.9 mi|40.7718585|40.7285304|2881|-73.99433259999999|n/a|48 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 05:35:00.038885|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1288|26 mins|-73.8717269|21 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 05:35:00.473950|11.9 mi|40.7718585|40.7285304|2881|-73.99433259999999|n/a|48 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 05:40:00.065797|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1279|26 mins|-73.8717269|21 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 05:40:00.473003|11.9 mi|40.7718585|40.7285304|2881|-73.99433259999999|n/a|48 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 05:45:00.045225|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1315|26 mins|-73.8717269|22 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 05:45:00.901647|12.2 mi|40.7718585|40.7285304|3061|-73.99433259999999|n/a|51 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 05:50:00.022019|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1273|26 mins|-73.8717269|21 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 05:50:00.804385|12.2 mi|40.7718585|40.7285304|3061|-73.99433259999999|n/a|51 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 05:55:00.049641|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1304|26 mins|-73.8717269|22 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 05:55:00.491566|12.0 mi|40.7718585|40.7285304|3241|-73.99433259999999|n/a|54 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 06:00:00.114022|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1290|26 mins|-73.8717269|22 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 06:00:00.517741|12.0 mi|40.7718585|40.7285304|3241|-73.99433259999999|n/a|54 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 06:05:00.103909|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1312|26 mins|-73.8717269|22 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 06:05:00.935037|12.2 mi|40.7718585|40.7285304|3181|-73.99433259999999|n/a|53 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 06:10:00.103976|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1363|26 mins|-73.8717269|23 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 06:10:00.863357|12.2 mi|40.7718585|40.7285304|3181|-73.99433259999999|n/a|53 mins|-73.8716326|n/a
New York University|tolls|LaGuardia Airport|driving|imperial|2017-03-22 06:15:00.103956|10.0 mi|40.7715416|40.7295629|1546|-73.9932975|1344|26 mins|-73.8717269|22 mins
New York University||LaGuardia Airport|transit|imperial|2017-03-22 06:15:00.496022|12.2 mi|40.7718585|40.7285304|3181|-73.99433259999999|n/a|53 mins|-73.8716326|n/a
