origin|avoid|destination|mode|units|departure_time|distance|end_y|start_y|duration-sec|start_x|duration_in_traffic-sec|duration|end_x|duration_in_traffic
Washington Park Chicago IL|tolls|Ohare Airport|driving|imperial|2017-03-22 00:00:00.054036|22.8 mi|41.9797233|41.7929603|1881|-87.61759029999999|1587|31 mins|-87.88225249999999|26 mins
Washington Park Chicago IL||Ohare Airport|transit|imperial|2017-03-22 00:00:01.478758|24.3 mi|41.97766499999999|41.7929603|5085|-87.61759029999999|n/a|1 hour 25 mins|-87.90422099999999|n/a
Washington Park Chicago IL|tolls|Ohare Airport|driving|imperial|2017-03-22 00:05:00.053912|22.8 mi|41.9797233|41.7929603|1881|-87.61759029999999|1564|31 mins|-87.88225249999999|26 mins
Washington Park Chicago IL||Ohare Airport|transit|imperial|2017-03-22 00:05:00.873308|24.3 mi|41.97766499999999|41.7929603|5116|-87.61759029999999|n/a|1 hour 25 mins|-87.90422099999999|n/a
Washington Park Chicago IL|tolls|Ohare Airport|driving|imperial|2017-03-22 00:10:00.054016|22.8 mi|41.9797233|41.7929603|1881|-87.61759029999999|1592|31 mins|-87.88225249999999|27 mins
Washington Park Chicago IL||Ohare Airport|transit|imperial|2017-03-22 00:10:00.583020|24.3 mi|41.97766499999999|41.7929603|5085|-87.61759029999999|n/a|1 hour 25 mins|-87.90422099999999|n/a
Washington Park Chicago IL|tolls|Ohare Airport|driving|imperial|2017-03-22 00:15:00.053909|22.8 mi|41.9797233|41.7929603|1881|-87.61759029999999|1583|31 mins|-87.88225249999999|26 mins
Washington Park Chicago IL||Ohare Airport|transit|imperial|2017-03-22 00:15:01.189618|24.3 mi|41.97766499999999|41.7929603|5251|-87.61759029999999|n/a|1 hour 28 mins|-87.90422099999999|n/a
Washington Park Chicago IL|tolls|Ohare Airport|driving|imperial|2017-03-22 00:20:00.054036|22.8 mi|41.9797233|41.7929603|1881|-87.61759029999999|1575|31 mins|-87.88225249999999|26 mins
Washington Park Chicago IL||Ohare Airport|transit|imperial|2017-03-22 00:20:01.187942|24.3 mi|41.97766499999999|41.7929603|5086|-87.61759029999999|n/a|1 hour 25 mins|-87.90422099999999|n/a
Washington Park Chicago IL|tolls|Ohare Airport|driving|imperial|2017-03-22 00:25:00.053914|22.8 mi|41.9797233|41.7929603|1881|-87.61759029999999|1570|31 mins|-87.88225249999999|26 mins
Washington Park Chicago IL||Ohare Airport|transit|imperial|2017-03-22 00:25:00.565498|24.3 mi|41.97766499999999|41.7929603|5085|-87.61759029999999|n/a|1 hour 25 mins|-87.90422099999999|n/a
Washington Park Chicago IL|tolls|Ohare Airport|driving|imperial|2017-03-22 00:30:00.053912|22.8 mi|41.9797233|41.7929603|1881|-87.61759029999999|1594|31 mins|-87.88225249999999|27 mins
Washington Park Chicago IL||Ohare Airport|transit|imperial|2017-03-22 00:30:01.311506|24.3 mi|41.97766499999999|41.7929603|5115|-87.61759029999999|n/a|1 hour 25 mins|-87.90422099999999|n/a
Washington Park Chicago IL|tolls|Ohare Airport|driving|imperial|2017-03-22 00:35:00.054037|22.8 mi|41.9797233|41.7929603|1881|-87.61759029999999|1661|31 mins|-87.88225249999999|28 mins
Washington Park Chicago IL||Ohare Airport|transit|imperial|2017-03-22 00:35:01.142604|24.3 mi|41.97766499999999|41.7929603|5116|-87.61759029999999|n/a|1 hour 25 mins|-87.90422099999999|n/a
Washington Park Chicago IL|tolls|Ohare Airport|driving|imperial|2017-03-22 00:40:00.053911|22.8 mi|41.9797233|41.7929603|1881|-87.61759029999999|1628|31 mins|-87.88225249999999|27 mins
