origin|avoid|destination|mode|units|departure_time|distance|end_y|start_y|duration-sec|start_x|duration_in_traffic-sec|duration|end_x|duration_in_traffic
Harvard transit station Boston MA|tolls|Airport station Boston MA|driving|imperial|2017-03-22 00:00:00.119852|9.1 mi|42.3747715|42.3734781|1801|-71.11870569999999|1549|30 mins|-71.0290294|26 mins
Harvard transit station Boston MA||Airport station Boston MA|transit|imperial|2017-03-22 00:00:01.189255|11.9 mi|42.37426199999999|42.373259|11460|-71.118124|n/a|3 hours 11 mins|-71.03039500000001|n/a
Harvard transit station Boston MA|tolls|Airport station Boston MA|driving|imperial|2017-03-22 00:05:00.116359|9.1 mi|42.3747715|42.3734781|1801|-71.11870569999999|1579|30 mins|-71.0290294|26 mins
Harvard transit station Boston MA||Airport station Boston MA|transit|imperial|2017-03-22 00:05:00.585581|11.9 mi|42.37426199999999|42.373259|11460|-71.118124|n/a|3 hours 11 mins|-71.03039500000001|n/a
Harvard transit station Boston MA|tolls|Airport station Boston MA|driving|imperial|2017-03-22 00:10:00.108303|9.1 mi|42.3747715|42.3734781|1801|-71.11870569999999|1587|30 mins|-71.0290294|26 mins
Harvard transit station Boston MA||Airport station Boston MA|transit|imperial|2017-03-22 00:10:00.532365|11.9 mi|42.37426199999999|42.373259|11460|-71.118124|n/a|3 hours 11 mins|-71.03039500000001|n/a
Harvard transit station Boston MA|tolls|Airport station Boston MA|driving|imperial|2017-03-22 00:15:00.120467|9.1 mi|42.3747715|42.3734781|1801|-71.11870569999999|1600|30 mins|-71.0290294|27 mins
Harvard transit station Boston MA||Airport station Boston MA|transit|imperial|2017-03-22 00:15:01.301145|6.9 mi|42.37426199999999|42.373259|2460|-71.118124|n/a|41 mins|-71.03039500000001|n/a
Harvard transit station Boston MA|tolls|Airport station Boston MA|driving|imperial|2017-03-22 00:20:00.104005|9.1 mi|42.3747715|42.3734781|1801|-71.11870569999999|1585|30 mins|-71.0290294|26 mins
Harvard transit station Boston MA||Airport station Boston MA|transit|imperial|2017-03-22 00:20:01.038102|6.9 mi|42.37426199999999|42.373259|2460|-71.118124|n/a|41 mins|-71.03039500000001|n/a
Harvard transit station Boston MA|tolls|Airport station Boston MA|driving|imperial|2017-03-22 00:25:00.103998|9.1 mi|42.3747715|42.3734781|1801|-71.11870569999999|1590|30 mins|-71.0290294|27 mins
