origin,destination,mode,avoid,timezone,split_on_leg,drive_leg,departure_time,departure_time_min,departure_time_max,departure_time_delta,unitsWashington Park Chicago IL,Ohare Airport,driving,tolls,central,,,,04/25/2017 05:00,04/25/2017 22:00,14,imperialWashington Park Chicago IL,Ohare Airport,transit,,central,begin,finish,,04/25/2017 05:00,04/25/2017 22:00,14,imperial
Washington Park Chicago IL,Ohare Airport,transit,,central,end,start,,04/25/2017 05:00,04/25/2017 22:00,14,imperial
