origin|split_on_leg|drive_leg|avoid|destination|mode|units|timezone|departure_time|split_point|distance_mi|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y|distance_mi|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:10:00-05:00|Government Center|3.9|42.3597135|-71.0591799||1853|-71.1196369|42.3650474|2.9|42.3747715|-71.0290294|527|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:10:00-05:00|Airport Station|5.9|42.374262|-71.030395||2362|-71.1196369|42.3650474|0.6|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:10:00-05:00|Aquarium|4.4|42.3597918|-71.0515702||2338|-71.1196369|42.3650474|3.1|42.3747715|-71.0290294|690|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 07:20:00-05:00||8.6|42.3747715|-71.0290294|1512|1428|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:20:00-05:00||5.9|42.374262|-71.030395||2761|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:20:00-05:00||5.9|42.374262|-71.030395||2761|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:20:00-05:00|River St @ Fairmont St|0.6|42.3626423|-71.112429|326|329|-71.1196369|42.3650474|5.1|42.374262|-71.030395||523|-71.112429|42.3626423
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:20:00-05:00|Western Ave @ Genzyme|0.087|42.3640131|-71.119818|79|80|-71.1196369|42.3650474|5.8|42.374262|-71.030395||2686|-71.119805|42.363915
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:20:00-05:00|Massachusetts Ave @ Pearl St|1.2|42.3649836|-71.1029969|513|505|-71.1196369|42.3650474|4.7|42.374262|-71.030395||35|-71.1029969|42.3649836
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:20:00-05:00|Cambridge St @ Mass Pike Exit|4.7|42.3606221|-71.1185263|1006|821|-71.1196369|42.3650474|5.6|42.374262|-71.030395||2039|-71.1185263|42.3606221
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:20:00-05:00|Magazine St @ Auburn St|1.1|42.3639069|-71.1057979|438|440|-71.1196369|42.3650474|4.8|42.374262|-71.030395||171|-71.1057979|42.3639069
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:20:00-05:00|State|4.1|42.3586466|-71.057326||2394|-71.1196369|42.3650474|3.1|42.3747715|-71.0290294|677|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:20:00-05:00|Maverick|5.3|42.3691186|-71.0395296||2667|-71.1196369|42.3650474|1.4|42.3747715|-71.0290294|308|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:20:00-05:00|Government Center|3.9|42.3597135|-71.0591799||2290|-71.1196369|42.3650474|2.9|42.3747715|-71.0290294|517|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:20:00-05:00|Airport Station|5.9|42.374262|-71.030395||2787|-71.1196369|42.3650474|0.6|42.3747715|-71.0290294|106|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:20:00-05:00|Aquarium|4.4|42.3597918|-71.0515702||2775|-71.1196369|42.3650474|3.1|42.3747715|-71.0290294|647|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 07:30:00-05:00||8.6|42.3747715|-71.0290294|1886|1428|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:30:00-05:00||5.5|42.374262|-71.030395||1541|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:30:00-05:00||5.5|42.374262|-71.030395||1581|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:30:00-05:00|Kendall|3.1|42.3623895|-71.0862031|930|700|-71.1196369|42.3650474|3.7|42.374262|-71.030395||930|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:30:00-05:00|Charles/MGH|3.4|42.3611521|-71.070619|983|766|-71.1196369|42.3650474|2.7|42.374262|-71.030395||1053|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:30:00-05:00|Central|1.2|42.3653463|-71.103606|659|481|-71.1196369|42.3650474|4.6|42.374262|-71.030395||1373|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:30:00-05:00|Park Street|4.9|42.3563193|-71.0622047|1055|922|-71.1196369|42.3650474|2.3|42.374262|-71.030395||809|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:30:00-05:00|State|4.1|42.3586466|-71.057326||2174|-71.1196369|42.3650474|3.1|42.3747715|-71.0290294|703|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:30:00-05:00|Maverick|5.3|42.3691186|-71.0395296||2202|-71.1196369|42.3650474|1.4|42.3747715|-71.0290294|317|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:30:00-05:00|Government Center|3.9|42.3597135|-71.0591799||2085|-71.1196369|42.3650474|2.9|42.3747715|-71.0290294|526|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:30:00-05:00|Airport Station|5.9|42.374262|-71.030395||2322|-71.1196369|42.3650474|0.6|42.3747715|-71.0290294|106|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:30:00-05:00|Aquarium|4.4|42.3597918|-71.0515702||2555|-71.1196369|42.3650474|3.1|42.3747715|-71.0290294|662|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 07:40:00-05:00||8.6|42.3747715|-71.0290294|1850|1428|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:40:00-05:00||5.9|42.374262|-71.030395||2117|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:40:00-05:00||5.9|42.374262|-71.030395||2117|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:40:00-05:00|River St @ Fairmont St|0.6|42.3626423|-71.112429|460|329|-71.1196369|42.3650474|5.1|42.374262|-71.030395||694|-71.112429|42.3626423
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:40:00-05:00|Western Ave @ Genzyme|0.087|42.3640131|-71.119818|79|80|-71.1196369|42.3650474|5.9|42.374262|-71.030395||2567|-71.119805|42.363915
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:40:00-05:00|Massachusetts Ave @ Pearl St|1.2|42.3649836|-71.1029969|765|505|-71.1196369|42.3650474|4.7|42.374262|-71.030395||1106|-71.1029969|42.3649836
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:40:00-05:00|Cambridge St @ Mass Pike Exit|6.6|42.3606221|-71.1185263|1070|829|-71.1196369|42.3650474|5.6|42.374262|-71.030395||2530|-71.1185263|42.3606221
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:40:00-05:00|Magazine St @ Auburn St|1.1|42.3639069|-71.1057979|697|440|-71.1196369|42.3650474|4.8|42.374262|-71.030395||1327|-71.1057979|42.3639069
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:40:00-05:00|State|4.1|42.3586466|-71.057326||3335|-71.1196369|42.3650474|3.1|42.3747715|-71.0290294|672|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:40:00-05:00|Maverick|5.6|42.3691186|-71.0395296||2019|-71.1196369|42.3650474|1.4|42.3747715|-71.0290294|316|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:40:00-05:00|Government Center|3.9|42.3597135|-71.0591799||3231|-71.1196369|42.3650474|2.9|42.3747715|-71.0290294|593|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:40:00-05:00|Airport Station|6.2|42.374262|-71.030395||2139|-71.1196369|42.3650474|0.6|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:40:00-05:00|Aquarium|4.4|42.3597918|-71.0515702||3716|-71.1196369|42.3650474|3.1|42.3747715|-71.0290294|775|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 07:50:00-05:00||9.8|42.3747715|-71.0290294|1663|1388|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:50:00-05:00||5.9|42.374262|-71.030395||2566|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:50:00-05:00||5.9|42.374262|-71.030395||2566|-71.1196369|42.3650474|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:50:00-05:00|River St @ Fairmont St|0.6|42.3626423|-71.112429|495|329|-71.1196369|42.3650474|5.1|42.374262|-71.030395||1335|-71.112429|42.3626423
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:50:00-05:00|Western Ave @ Genzyme|0.087|42.3640131|-71.119818|80|80|-71.1196369|42.3650474|5.9|42.374262|-71.030395||2492|-71.119805|42.363915
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:50:00-05:00|Massachusetts Ave @ Pearl St|1.2|42.3649836|-71.1029969|664|505|-71.1196369|42.3650474|4.5|42.374262|-71.030395||1063|-71.1029969|42.3649836
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:50:00-05:00|Cambridge St @ Mass Pike Exit|6.6|42.3606221|-71.1185263|1178|829|-71.1196369|42.3650474|5.8|42.374262|-71.030395||2347|-71.118544|42.36064
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:50:00-05:00|Magazine St @ Auburn St|1.1|42.3639069|-71.1057979|549|440|-71.1196369|42.3650474|4.6|42.374262|-71.030395||1104|-71.1057979|42.3639069
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:50:00-05:00|State|4.1|42.3586466|-71.057326||3212|-71.1196369|42.3650474|3.1|42.3747715|-71.0290294|685|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:50:00-05:00|Maverick|5.3|42.3691186|-71.0395296||2456|-71.1196369|42.3650474|1.4|42.3747715|-71.0290294|343|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:50:00-05:00|Aquarium|4.4|42.3597918|-71.0515702||3593|-71.1196369|42.3650474|3.1|42.3747715|-71.0290294|697|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 07:50:00-05:00|Airport Station|5.9|42.374262|-71.030395||2637|-71.1196369|42.3650474|0.6|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 08:00:00-05:00||9.9|42.3747715|-71.0290294|1991|1671|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:00:00-05:00||5.4|42.374262|-71.030395||1071|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:00:00-05:00||5.4|42.374262|-71.030395||1157|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:00:00-05:00|Kendall|2.3|42.3623895|-71.0862031|843|702|-71.1191387|42.3736294|3.7|42.374262|-71.030395||353|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:00:00-05:00|Charles/MGH|2.9|42.3611521|-71.070619|1084|852|-71.1191387|42.3736294|2.7|42.374262|-71.030395||1054|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:00:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|1|2|-71.1186766|42.3732897|5.6|42.374262|-71.030395||620|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:00:00-05:00|Central|1|42.3653463|-71.103606|480|431|-71.1186766|42.3732897|4.6|42.374262|-71.030395||823|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:00:00-05:00|Park Street|3.6|42.3563193|-71.0622047|1534|1158|-71.1191387|42.3736294|2.3|42.374262|-71.030395||812|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:00:00-05:00|State|3.7|42.3586466|-71.057326||1283|-71.118956|42.373362|3.1|42.3747715|-71.0290294|782|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:00:00-05:00|Maverick|5|42.3691186|-71.0395296||483|-71.118956|42.373362|1.4|42.3747715|-71.0290294|315|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:00:00-05:00|Aquarium|4|42.3597918|-71.0515702||1661|-71.118956|42.373362|3.1|42.3747715|-71.0290294|722|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:00:00-05:00|Airport Station|5.6|42.374262|-71.030395||620|-71.118956|42.373362|0.6|42.3747715|-71.0290294|106|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 08:10:00-05:00||9.4|42.3747715|-71.0290294|1743|1582|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:10:00-05:00||5.6|42.374262|-71.030395||596|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:10:00-05:00||5.6|42.374262|-71.030395||595|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:10:00-05:00|Kendall|2.3|42.3623895|-71.0862031|905|702|-71.1191387|42.3736294|3.7|42.374262|-71.030395||632|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:10:00-05:00|Charles/MGH|2.9|42.3611521|-71.070619|1041|852|-71.1191387|42.3736294|2.7|42.374262|-71.030395||1054|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:10:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6|42.374262|-71.030395||585|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:10:00-05:00|Central|1|42.3653463|-71.103606|462|431|-71.1186766|42.3732897|4.6|42.374262|-71.030395||699|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:10:00-05:00|Park Street|5.3|42.3563193|-71.0622047|1511|1079|-71.1191387|42.3736294|2.3|42.374262|-71.030395||820|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:10:00-05:00|State|3.7|42.3586466|-71.057326||1264|-71.118956|42.373362|3.1|42.3747715|-71.0290294|699|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:10:00-05:00|Maverick|4.9|42.3691186|-71.0395296||466|-71.118956|42.373362|1.4|42.3747715|-71.0290294|318|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:10:00-05:00|Government Center|3.6|42.3597135|-71.0591799||1160|-71.118956|42.373362|2.9|42.3747715|-71.0290294|602|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:10:00-05:00|Airport Station|5.6|42.374262|-71.030395||586|-71.118956|42.373362|0.6|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:10:00-05:00|Aquarium|4|42.3597918|-71.0515702||1645|-71.118956|42.373362|3.1|42.3747715|-71.0290294|719|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 08:20:00-05:00||9.4|42.3747715|-71.0290294|1714|1582|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:20:00-05:00||5.6|42.374262|-71.030395||1052|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:20:00-05:00||5.6|42.374262|-71.030395||1052|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:20:00-05:00|Kendall|2.3|42.3623895|-71.0862031|883|702|-71.1191387|42.3736294|3.7|42.374262|-71.030395||792|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:20:00-05:00|Charles/MGH|3.9|42.3611521|-71.070619|912|845|-71.1186766|42.3732897|2.7|42.374262|-71.030395||1062|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:20:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6|42.374262|-71.030395||1028|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:20:00-05:00|Central|1|42.3653463|-71.103606|415|431|-71.1186766|42.3732897|4.6|42.374262|-71.030395||802|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:20:00-05:00|Park Street|4.7|42.3563193|-71.0622047|1375|1146|-71.1186766|42.3732897|2.3|42.374262|-71.030395||815|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:20:00-05:00|State|3.7|42.3586466|-71.057326||1187|-71.118956|42.373362|3.1|42.3747715|-71.0290294|768|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:20:00-05:00|Maverick|4.9|42.3691186|-71.0395296||908|-71.118956|42.373362|1.4|42.3747715|-71.0290294|330|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:20:00-05:00|Government Center|3.6|42.3597135|-71.0591799||1083|-71.118956|42.373362|2.9|42.3747715|-71.0290294|665|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:20:00-05:00|Airport Station|5.6|42.374262|-71.030395||1028|-71.118956|42.373362|0.6|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:20:00-05:00|Aquarium|4|42.3597918|-71.0515702||1568|-71.118956|42.373362|3.1|42.3747715|-71.0290294|724|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 08:30:00-05:00||10.7|42.3747715|-71.0290294|1901|1542|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:30:00-05:00||5.6|42.374262|-71.030395||1362|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:30:00-05:00||5.6|42.374262|-71.030395||1362|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:30:00-05:00|Kendall|2.3|42.3623895|-71.0862031|767|702|-71.1191387|42.3736294|3.7|42.374262|-71.030395||857|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:30:00-05:00|Downtown Crossing|5.8|42.3549395|-71.05975|1345|1108|-71.1186766|42.3732897|2.2|42.374262|-71.030395||756|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:30:00-05:00|Charles/MGH|2.9|42.3611521|-71.070619|947|852|-71.1191387|42.3736294|2.7|42.374262|-71.030395||1064|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:30:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6|42.374262|-71.030395||1304|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:30:00-05:00|Central|1|42.3653463|-71.103606|443|431|-71.1186766|42.3732897|4.6|42.374262|-71.030395||1114|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:30:00-05:00|State|3.7|42.3586466|-71.057326||1185|-71.118956|42.373362|3.1|42.3747715|-71.0290294|734|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:30:00-05:00|Maverick|5|42.3691186|-71.0395296||1184|-71.118956|42.373362|1.4|42.3747715|-71.0290294|349|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:30:00-05:00|Aquarium|4|42.3597918|-71.0515702||1566|-71.118956|42.373362|3.1|42.3747715|-71.0290294|661|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:30:00-05:00|Airport Station|5.6|42.374262|-71.030395||1304|-71.118956|42.373362|0.6|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 08:40:00-05:00||10.7|42.3747715|-71.0290294|1890|1547|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:40:00-05:00||5.6|42.374262|-71.030395||1322|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:40:00-05:00||5.6|42.374262|-71.030395||1301|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:40:00-05:00|Kendall|2.3|42.3623895|-71.0862031|833|702|-71.1191387|42.3736294|3.6|42.374262|-71.030395||29|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:40:00-05:00|Charles/MGH|2.9|42.3611521|-71.070619|980|852|-71.1191387|42.3736294|2.7|42.374262|-71.030395||1064|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:40:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6|42.374262|-71.030395||754|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:40:00-05:00|Central|1|42.3653463|-71.103606|415|431|-71.1186766|42.3732897|4.6|42.374262|-71.030395||482|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:40:00-05:00|Park Street|5.7|42.3563193|-71.0622047|1367|1167|-71.1191387|42.3736294|2.3|42.374262|-71.030395||820|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:40:00-05:00|State|3.7|42.3586466|-71.057326||1187|-71.118956|42.373362|3.1|42.3747715|-71.0290294|674|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:40:00-05:00|Maverick|5|42.3691186|-71.0395296||634|-71.118956|42.373362|1.4|42.3747715|-71.0290294|349|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:40:00-05:00|Government Center|3.6|42.3597135|-71.0591799||1083|-71.118956|42.373362|2.9|42.3747715|-71.0290294|557|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:40:00-05:00|Airport Station|5.6|42.374262|-71.030395||754|-71.118956|42.373362|0.6|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 08:40:00-05:00|Aquarium|4|42.3597918|-71.0515702||1568|-71.118956|42.373362|3.1|42.3747715|-71.0290294|623|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 08:50:00-05:00||10.7|42.3747715|-71.0290294|1835|1542|-71.1191387|42.3736294|||||||
