origin|split_on_leg|drive_leg|avoid|destination|mode|units|timezone|departure_time|split_point|distance_mi|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y|distance_mi|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:10:00-05:00|Kendall|2.3|42.3623895|-71.0862031|771|702|-71.1191387|42.3736294|3.6|42.374262|-71.030395||1253|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:10:00-05:00|Charles/MGH|2.9|42.3611521|-71.070619|922|852|-71.1191387|42.3736294|2.7|42.374262|-71.030395||1086|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:10:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.4|42.374262|-71.030395||1854|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:10:00-05:00|Central|1|42.3653463|-71.103606|500|431|-71.1186766|42.3732897|4.5|42.374262|-71.030395||1399|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:10:00-05:00|Park Street|5.1|42.3563193|-71.0622047|1216|947|-71.1191387|42.3736294|2.3|42.374262|-71.030395||846|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:10:00-05:00|State|3.7|42.3586466|-71.057326||1151|-71.118956|42.373362|3.1|42.3747715|-71.0290294|759|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:10:00-05:00|Maverick|4.8|42.3691186|-71.0395296||1734|-71.118956|42.373362|1.4|42.3747715|-71.0290294|337|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:10:00-05:00|Aquarium|4|42.3597918|-71.0515702||1528|-71.118956|42.373362|3.1|42.3747715|-71.0290294|634|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:10:00-05:00|Airport Station|5.5|42.374262|-71.030395||1942|-71.1189631|42.3743292|0.6|42.3747715|-71.0290294|106|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 11:20:00-05:00||10.7|42.3747715|-71.0290294|1689|1542|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:20:00-05:00||5.4|42.374262|-71.030395||1630|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:20:00-05:00||5.4|42.374262|-71.030395||1616|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:20:00-05:00|Kendall|2.3|42.3623895|-71.0862031|814|702|-71.1191387|42.3736294|3.7|42.374262|-71.030395||1541|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:20:00-05:00|Charles/MGH|2.9|42.3611521|-71.070619|943|852|-71.1191387|42.3736294|2.7|42.374262|-71.030395||1087|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:20:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|3|2|-71.1186766|42.3732897|5.6|42.374262|-71.030395||1844|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:20:00-05:00|Central|1|42.3653463|-71.103606|543|431|-71.1186766|42.3732897|4.6|42.374262|-71.030395||1439|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:20:00-05:00|Park Street|5.1|42.3563193|-71.0622047|1137|947|-71.1191387|42.3736294|2.3|42.374262|-71.030395||844|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:20:00-05:00|State|3.7|42.3586466|-71.057326||1190|-71.118956|42.373362|3.1|42.3747715|-71.0290294|710|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:20:00-05:00|Maverick|4.9|42.3691186|-71.0395296||1724|-71.118956|42.373362|1.4|42.3747715|-71.0290294|336|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:20:00-05:00|Aquarium|4|42.3597918|-71.0515702||1571|-71.118956|42.373362|3.1|42.3747715|-71.0290294|646|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:20:00-05:00|Airport Station|5.6|42.374262|-71.030395||1844|-71.118956|42.373362|0.6|42.3747715|-71.0290294|105|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 11:30:00-05:00||9.4|42.3747715|-71.0290294|1790|1582|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:30:00-05:00||5.6|42.374262|-71.030395||2025|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:30:00-05:00||5.6|42.374262|-71.030395||2025|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:30:00-05:00|Kendall|2.3|42.3623895|-71.0862031|820|702|-71.1191387|42.3736294|3.7|42.374262|-71.030395||1394|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:30:00-05:00|Charles/MGH|2.9|42.3611521|-71.070619|908|852|-71.1191387|42.3736294|2.7|42.374262|-71.030395||1088|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:30:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6|42.374262|-71.030395||1921|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:30:00-05:00|Central|1|42.3653463|-71.103606|481|431|-71.1186766|42.3732897|4.6|42.374262|-71.030395||1736|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:30:00-05:00|Park Street|5.1|42.3563193|-71.0622047|1281|947|-71.1191387|42.3736294|2.3|42.374262|-71.030395||846|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:30:00-05:00|State|3.7|42.3586466|-71.057326||1127|-71.118956|42.373362|3.1|42.3747715|-71.0290294|660|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:30:00-05:00|Maverick|4.9|42.3691186|-71.0395296||1801|-71.118956|42.373362|1.4|42.3747715|-71.0290294|333|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:30:00-05:00|Government Center|3.6|42.3597135|-71.0591799||1047|-71.118956|42.373362|2.9|42.3747715|-71.0290294|581|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:30:00-05:00|Airport Station|5.6|42.374262|-71.030395||1921|-71.118956|42.373362|0.6|42.3747715|-71.0290294|108|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:30:00-05:00|Aquarium|4|42.3597918|-71.0515702||1508|-71.118956|42.373362|3.1|42.3747715|-71.0290294|643|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 11:40:00-05:00||10.7|42.3747715|-71.0290294|1691|1542|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:40:00-05:00||5.6|42.374262|-71.030395||2016|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:40:00-05:00||5.6|42.374262|-71.030395||2016|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:40:00-05:00|Kendall|2.3|42.3623895|-71.0862031|814|702|-71.1191387|42.3736294|3.7|42.374262|-71.030395||1616|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:40:00-05:00|Charles/MGH|3.9|42.3611521|-71.070619|833|845|-71.1186766|42.3732897|2.7|42.374262|-71.030395||1093|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:40:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6|42.374262|-71.030395||1894|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:40:00-05:00|Central|1|42.3653463|-71.103606|452|431|-71.1186766|42.3732897|4.6|42.374262|-71.030395||1982|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:40:00-05:00|Park Street|5.1|42.3563193|-71.0622047|1217|947|-71.1191387|42.3736294|2.3|42.374262|-71.030395||850|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:40:00-05:00|State|3.7|42.3586466|-71.057326||1117|-71.118956|42.373362|3.1|42.3747715|-71.0290294|719|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:40:00-05:00|Maverick|4.9|42.3691186|-71.0395296||1774|-71.118956|42.373362|1.4|42.3747715|-71.0290294|343|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:40:00-05:00|Government Center|3.6|42.3597135|-71.0591799||1043|-71.118956|42.373362|2.9|42.3747715|-71.0290294|547|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:40:00-05:00|Airport Station|5.6|42.374262|-71.030395||1894|-71.118956|42.373362|0.6|42.3747715|-71.0290294|106|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:40:00-05:00|Aquarium|4|42.3597918|-71.0515702||1497|-71.118956|42.373362|3.1|42.3747715|-71.0290294|667|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 11:50:00-05:00||10.7|42.3747715|-71.0290294|1788|1542|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:50:00-05:00||5.6|42.374262|-71.030395||2201|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:50:00-05:00||5.6|42.374262|-71.030395||1732|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:50:00-05:00|Kendall|2.3|42.3623895|-71.0862031|787|702|-71.1191387|42.3736294|3.7|42.374262|-71.030395||1041|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:50:00-05:00|Charles/MGH|2.9|42.3611521|-71.070619|913|852|-71.1191387|42.3736294|2.7|42.374262|-71.030395||1080|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:50:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6|42.374262|-71.030395||1732|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:50:00-05:00|Central|1|42.3653463|-71.103606|444|431|-71.1186766|42.3732897|4.6|42.374262|-71.030395||1340|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:50:00-05:00|Park Street|5.1|42.3563193|-71.0622047|1286|947|-71.1191387|42.3736294|2.3|42.374262|-71.030395||840|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:50:00-05:00|State|3.7|42.3586466|-71.057326||1177|-71.118956|42.373362|3.1|42.3747715|-71.0290294|698|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:50:00-05:00|Maverick|5|42.3691186|-71.0395296||1612|-71.118956|42.373362|1.4|42.3747715|-71.0290294|337|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:50:00-05:00|Government Center|3.6|42.3597135|-71.0591799||1073|-71.118956|42.373362|2.9|42.3747715|-71.0290294|530|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:50:00-05:00|Airport Station|5.6|42.374262|-71.030395||1732|-71.118956|42.373362|0.6|42.3747715|-71.0290294|106|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 11:50:00-05:00|Aquarium|4|42.3597918|-71.0515702||1558|-71.118956|42.373362|3.1|42.3747715|-71.0290294|723|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 12:00:00-05:00||10.7|42.3747715|-71.0290294|1745|1542|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:00:00-05:00||5.6|42.374262|-71.030395||1647|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:00:00-05:00||5.6|42.374262|-71.030395||1647|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:00:00-05:00|Kendall|2.3|42.3623895|-71.0862031|785|702|-71.1191387|42.3736294|3.7|42.374262|-71.030395||1023|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:00:00-05:00|Downtown Crossing|5.8|42.3549395|-71.05975|1295|1108|-71.1186766|42.3732897|2.2|42.374262|-71.030395||772|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:00:00-05:00|Charles/MGH|2.9|42.3611521|-71.070619|898|852|-71.1191387|42.3736294|2.7|42.374262|-71.030395||1085|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:00:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6|42.374262|-71.030395||1647|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:00:00-05:00|Central|1|42.3653463|-71.103606|453|431|-71.1186766|42.3732897|4.7|42.374262|-71.030395||1391|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:00:00-05:00|State|3.7|42.3586466|-71.057326||1174|-71.118956|42.373362|3.1|42.3747715|-71.0290294|721|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:00:00-05:00|Maverick|5|42.3691186|-71.0395296||1527|-71.118956|42.373362|1.4|42.3747715|-71.0290294|344|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:00:00-05:00|Aquarium|4|42.3597918|-71.0515702||1555|-71.118956|42.373362|3.1|42.3747715|-71.0290294|776|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:00:00-05:00|Airport Station|5.6|42.374262|-71.030395||1647|-71.118956|42.373362|0.6|42.3747715|-71.0290294|106|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 12:10:00-05:00||10.7|42.3747715|-71.0290294|1871|1542|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:10:00-05:00||5.6|42.374262|-71.030395||1608|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:10:00-05:00||5.6|42.374262|-71.030395||1608|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:10:00-05:00|Kendall|2.3|42.3623895|-71.0862031|803|702|-71.1191387|42.3736294|3.6|42.374262|-71.030395||1168|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:10:00-05:00|Downtown Crossing|6.5|42.3549395|-71.05975|1290|1244|-71.1191387|42.3736294|2.2|42.374262|-71.030395||765|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:10:00-05:00|Charles/MGH|2.9|42.3611521|-71.070619|945|852|-71.1191387|42.3736294|2.7|42.374262|-71.030395||1079|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:10:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|3|2|-71.1186766|42.3732897|5.6|42.374262|-71.030395||1998|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:10:00-05:00|Central|1|42.3653463|-71.103606|507|431|-71.1186766|42.3732897|4.7|42.374262|-71.030395||1550|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:10:00-05:00|State|3.7|42.3586466|-71.057326||1175|-71.118956|42.373362|3.1|42.3747715|-71.0290294|723|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:10:00-05:00|Maverick|5|42.3691186|-71.0395296||1878|-71.118956|42.373362|1.4|42.3747715|-71.0290294|364|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:10:00-05:00|Aquarium|4|42.3597918|-71.0515702||1556|-71.118956|42.373362|3.1|42.3747715|-71.0290294|608|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:10:00-05:00|Airport Station|5.6|42.374262|-71.030395||1998|-71.118956|42.373362|0.6|42.3747715|-71.0290294|107|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 12:20:00-05:00||11.4|42.3747715|-71.0290294|1770|1611|-71.1186766|42.3732897|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:20:00-05:00||5.4|42.374262|-71.030395||1784|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:20:00-05:00||5.4|42.374262|-71.030395||1784|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:20:00-05:00|Kendall|2.3|42.3623895|-71.0862031|754|702|-71.1191387|42.3736294|3.6|42.374262|-71.030395||803|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:20:00-05:00|Charles/MGH|2.9|42.3611521|-71.070619|895|852|-71.1191387|42.3736294|2.7|42.374262|-71.030395||1084|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:20:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|3|2|-71.1186766|42.3732897|5.4|42.374262|-71.030395||1788|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:20:00-05:00|Central|1|42.3653463|-71.103606|525|431|-71.1186766|42.3732897|4.5|42.374262|-71.030395||1142|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:20:00-05:00|Park Street|5.5|42.3563193|-71.0622047|1253|1030|-71.1191387|42.3736294|2.3|42.374262|-71.030395||839|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:20:00-05:00|State|3.7|42.3586466|-71.057326||1194|-71.118956|42.373362|3.1|42.3747715|-71.0290294|654|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:20:00-05:00|Maverick|4.8|42.3691186|-71.0395296||1668|-71.118956|42.373362|1.4|42.3747715|-71.0290294|356|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:20:00-05:00|Aquarium|4|42.3597918|-71.0515702||1566|-71.118956|42.373362|3.1|42.3747715|-71.0290294|633|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:20:00-05:00|Airport Station|5.4|42.374262|-71.030395||1788|-71.118956|42.373362|0.6|42.3747715|-71.0290294|119|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 12:30:00-05:00||10.7|42.3747715|-71.0290294|1781|1542|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:30:00-05:00||5.4|42.374262|-71.030395||1415|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:30:00-05:00||5.4|42.374262|-71.030395||1404|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:30:00-05:00|Kendall|2.3|42.3623895|-71.0862031|807|702|-71.1191387|42.3736294|3.8|42.374262|-71.030395||1077|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:30:00-05:00|Charles/MGH|2.9|42.3611521|-71.070619|999|852|-71.1191387|42.3736294|2.7|42.374262|-71.030395||1084|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:30:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.4|42.374262|-71.030395||1224|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:30:00-05:00|Central|1|42.3653463|-71.103606|450|431|-71.1186766|42.3732897|4.5|42.374262|-71.030395||737|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:30:00-05:00|Park Street|5.1|42.3563193|-71.0622047|1328|941|-71.1191387|42.3736294|2.3|42.374262|-71.030395||839|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:30:00-05:00|State|3.7|42.3586466|-71.057326||1193|-71.118956|42.373362|3.1|42.3747715|-71.0290294|689|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:30:00-05:00|Maverick|4.8|42.3691186|-71.0395296||1104|-71.118956|42.373362|1.4|42.3747715|-71.0290294|358|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:30:00-05:00|Aquarium|4|42.3597918|-71.0515702||1574|-71.118956|42.373362|3.1|42.3747715|-71.0290294|628|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:30:00-05:00|Airport Station|5.4|42.374262|-71.030395||1224|-71.118956|42.373362|0.6|42.3747715|-71.0290294|128|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-07 12:40:00-05:00||9.4|42.3747715|-71.0290294|1784|1738|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:40:00-05:00||5.7|42.374262|-71.030395||1673|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:40:00-05:00||5.7|42.374262|-71.030395||1673|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:40:00-05:00|Kendall|2.3|42.3623895|-71.0862031|715|702|-71.1191387|42.3736294|3.7|42.374262|-71.030395||1271|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:40:00-05:00|Downtown Crossing|6|42.3549395|-71.05975|1212|1181|-71.1186766|42.3732897|2.2|42.374262|-71.030395||755|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:40:00-05:00|Charles/MGH|2.9|42.3611521|-71.070619|892|852|-71.1191387|42.3736294|2.7|42.374262|-71.030395||1079|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:40:00-05:00|Harvard|0.00378788|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.7|42.374262|-71.030395||1673|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:40:00-05:00|Central|1|42.3653463|-71.103606|472|431|-71.1186766|42.3732897|4.7|42.374262|-71.030395||928|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:40:00-05:00|State|3.7|42.3586466|-71.057326||1194|-71.118956|42.373362|3.1|42.3747715|-71.0290294|754|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-07 12:40:00-05:00|Maverick|5|42.3691186|-71.0395296||1553|-71.118956|42.373362|1.4|42.3747715|-71.0290294|354|318|-71.0396719|42.3691933
