origin|split_on_leg|driver_leg|avoid|destination|mode|units|timezone|departure_time|split_point|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:15:00-05:00||40.774059|-73.871857|n/a|18252|2799|-73.9943326|40.7285304|||||||
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:00:00-05:00|40.73101/-74.0013002|40.73101|-74.0013002|108|254|130|-74.0001873|40.7313277|40.774059|-73.871857|n/a|17606|2520|-74.0012201|40.7311041
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:00:00-05:00|40.7578741/-73.9819016|40.7578741|-73.9819016|1710|4036|1035|-73.9997754|40.7271183|40.774059|-73.871857|n/a|14210|1860|-73.9817907|40.7578276
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:00:00-05:00|40.752086/-73.9287825|40.752086|-73.9287825|1721|15053|1875|-73.9932975|40.7295629|40.774059|-73.871857|n/a|9077|1380|-73.928781|40.752039
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:00:00-05:00|40.7465008/-73.8910021|40.7465008|-73.8910021|1345|12192|1484|-73.9932975|40.7295629|40.774059|-73.871857|n/a|5103|540|-73.890689|40.746515
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:00:00-05:00|40.7530768/-73.9069949|40.7530768|-73.9069949|1500|12883|1597|-73.9932975|40.7295629|40.774059|-73.871857|n/a|6730|1020|-73.9071013|40.7531039
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:00:00-05:00|40.7647873/-73.9664645|40.7647873|-73.9664645|1498|6840|1305|-73.9932975|40.7295629|40.774059|-73.871857|n/a|12197|1620|-73.966113|40.764629
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:00:00-05:00|40.754101/-73.9423347|40.754101|-73.9423347|1771|7213|1422|-73.9932975|40.7295629|40.774059|-73.871857|n/a|9907|1320|-73.9424742|40.7541777
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:15:00-05:00|40.746543/-73.890732|40.746543|-73.890732|n/a|13219|1902|-73.9943326|40.7285304|40.7714389|-73.8718939|452|4624|414|-73.890765|40.7464059
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:15:00-05:00|40.774059/-73.871857|40.774059|-73.871857|n/a|18252|2799|-73.9943326|40.7285304|40.7734911|-73.8758586|90|334|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:30:00-05:00||40.7714389|-73.8718939|1454|16084|1500|-73.9932975|40.7295629|||||||
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:45:00-05:00||40.774059|-73.871857|n/a|18252|2679|-73.9943326|40.7285304|||||||
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:00:00-05:00||40.774059|-73.871857|n/a|18252|2679|-73.9943326|40.7285304|||||||
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:45:00-05:00|40.73101/-74.0013002|40.73101|-74.0013002|138|254|130|-74.0001873|40.7313277|40.774059|-73.871857|n/a|17606|2400|-74.0012201|40.7311041
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:45:00-05:00|40.7578741/-73.9819016|40.7578741|-73.9819016|1490|4036|1035|-73.9997754|40.7271183|40.774059|-73.871857|n/a|14210|2040|-73.9817907|40.7578276
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:45:00-05:00|40.7520038/-73.9287806|40.7520038|-73.9287806|1795|9900|1590|-73.9932975|40.7295629|40.774059|-73.871857|n/a|9077|1680|-73.928781|40.752039
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:45:00-05:00|40.7465008/-73.8910021|40.7465008|-73.8910021|1445|12147|1453|-73.9997754|40.7271183|40.774059|-73.871857|n/a|5103|540|-73.890689|40.746515
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:45:00-05:00|40.7530768/-73.9069949|40.7530768|-73.9069949|1565|12838|1566|-73.9997754|40.7271183|40.774059|-73.871857|n/a|6730|1260|-73.9071013|40.7531039
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:45:00-05:00|40.7647873/-73.9664645|40.7647873|-73.9664645|1576|8435|1371|-73.9997754|40.7271183|40.774059|-73.871857|n/a|12197|1500|-73.966113|40.764629
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 17:45:00-05:00|40.754101/-73.9423347|40.754101|-73.9423347|1657|7213|1422|-73.9932975|40.7295629|40.774059|-73.871857|n/a|9907|1260|-73.9424742|40.7541777
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:00:00-05:00|40.746543/-73.890732|40.746543|-73.890732|n/a|13219|1902|-73.9943326|40.7285304|40.7714389|-73.8718939|403|4624|414|-73.890765|40.7464059
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:00:00-05:00|40.774059/-73.871857|40.774059|-73.871857|n/a|18252|2679|-73.9943326|40.7285304|40.7734911|-73.8758586|88|334|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:15:00-05:00||40.7714389|-73.8718939|1529|15864|1475|-73.9997754|40.7271183|||||||
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:30:00-05:00||40.774059|-73.871857|n/a|18737|2619|-73.9943326|40.7285304|||||||
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:45:00-05:00||40.774059|-73.871857|n/a|18737|2619|-73.9943326|40.7285304|||||||
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:30:00-05:00|40.73101/-74.0013002|40.73101|-74.0013002|111|254|130|-74.0001873|40.7313277|40.774059|-73.871857|n/a|18091|2340|-74.0012201|40.7311041
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:30:00-05:00|40.7602762/-73.9754916|40.7602762|-73.9754916|1796|4901|1341|-73.9932975|40.7295629|40.774059|-73.871857|n/a|13094|1620|-73.9755398|40.7602095
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:30:00-05:00|40.752086/-73.9287825|40.752086|-73.9287825|1921|15008|1844|-73.9997754|40.7271183|40.774059|-73.871857|n/a|9077|1320|-73.928781|40.752039
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:30:00-05:00|40.7465008/-73.8910021|40.7465008|-73.8910021|1597|12147|1453|-73.9997754|40.7271183|40.774059|-73.871857|n/a|5103|540|-73.890689|40.746515
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:30:00-05:00|40.7480716/-73.9471688|40.7480716|-73.9471688|1556|6433|1265|-73.9932975|40.7295629|40.774059|-73.871857|n/a|10320|1320|-73.9472068|40.747956
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:30:00-05:00|40.7530768/-73.9069949|40.7530768|-73.9069949|1704|12838|1566|-73.9997754|40.7271183|40.774059|-73.871857|n/a|6730|1020|-73.9071013|40.7531039
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:30:00-05:00|40.7623826/-73.9863368|40.7623826|-73.9863368|1616|5857|1259|-73.9997754|40.7271183|40.774059|-73.871857|n/a|14178|1800|-73.9862468|40.7625048
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:45:00-05:00|40.746543/-73.890732|40.746543|-73.890732|n/a|13219|1842|-73.9943326|40.7285304|40.7714389|-73.8718939|432|4624|414|-73.890765|40.7464059
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 18:45:00-05:00|40.774059/-73.871857|40.774059|-73.871857|n/a|18737|2619|-73.9943326|40.7285304|40.7734911|-73.8758586|90|334|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 19:00:00-05:00||40.7714389|-73.8718939|1629|15864|1475|-73.9997754|40.7271183|||||||
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 19:15:00-05:00||40.774059|-73.871857|n/a|18737|2619|-73.9943326|40.7285304|||||||
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 19:30:00-05:00||40.774059|-73.871857|n/a|18737|2619|-73.9943326|40.7285304|||||||
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 19:15:00-05:00|40.73101/-74.0013002|40.73101|-74.0013002|145|254|130|-74.0001873|40.7313277|40.774059|-73.871857|n/a|18091|2340|-74.0012201|40.7311041
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 19:15:00-05:00|40.7602762/-73.9754916|40.7602762|-73.9754916|1849|4535|1221|-73.9932975|40.7295629|40.774059|-73.871857|n/a|13094|1800|-73.9755398|40.7602095
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 19:15:00-05:00|40.752086/-73.9287825|40.752086|-73.9287825|1889|15151|1839|-73.9932975|40.7295629|40.774059|-73.871857|n/a|9077|1620|-73.928781|40.752039
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 19:15:00-05:00|40.7465008/-73.8910021|40.7465008|-73.8910021|1576|12147|1453|-73.9997754|40.7271183|40.774059|-73.871857|n/a|5103|540|-73.890689|40.746515
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 19:15:00-05:00|40.7480716/-73.9471688|40.7480716|-73.9471688|1584|6433|1265|-73.9932975|40.7295629|40.774059|-73.871857|n/a|10320|1500|-73.9472068|40.747956
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 19:15:00-05:00|40.7530768/-73.9069949|40.7530768|-73.9069949|1693|12838|1566|-73.9997754|40.7271183|40.774059|-73.871857|n/a|6730|1320|-73.9071013|40.7531039
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 19:15:00-05:00|40.7623826/-73.9863368|40.7623826|-73.9863368|1690|6451|1282|-73.9997754|40.7271183|40.774059|-73.871857|n/a|14178|1920|-73.9862468|40.7625048
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 19:30:00-05:00|40.746543/-73.890732|40.746543|-73.890732|n/a|13704|1842|-73.9943326|40.7285304|40.7714389|-73.8718939|399|4624|414|-73.890765|40.7464059
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 19:30:00-05:00|40.774059/-73.871857|40.774059|-73.871857|n/a|18252|2859|-73.9943326|40.7285304|40.7734911|-73.8758586|87|334|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 19:45:00-05:00||40.7714389|-73.8718939|1776|15864|1475|-73.9997754|40.7271183|||||||
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:00:00-05:00||40.774059|-73.871857|n/a|18737|2799|-73.9943326|40.7285304|||||||
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:15:00-05:00||40.774059|-73.871857|n/a|18737|2799|-73.9943326|40.7285304|||||||
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:00:00-05:00|40.73101/-74.0013002|40.73101|-74.0013002|145|254|130|-74.0001873|40.7313277|40.774059|-73.871857|n/a|18091|2520|-74.0012201|40.7311041
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:00:00-05:00|40.7602762/-73.9754916|40.7602762|-73.9754916|1703|4535|1221|-73.9932975|40.7295629|40.774059|-73.871857|n/a|13094|1620|-73.9755398|40.7602095
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:00:00-05:00|40.7520038/-73.9287806|40.7520038|-73.9287806|2124|7927|1572|-73.9932975|40.7295629|40.774059|-73.871857|n/a|9077|1620|-73.928781|40.752039
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:00:00-05:00|40.7465008/-73.8910021|40.7465008|-73.8910021|1652|12147|1453|-73.9997754|40.7271183|40.774059|-73.871857|n/a|5103|540|-73.890689|40.746515
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:00:00-05:00|40.7480716/-73.9471688|40.7480716|-73.9471688|1637|6433|1265|-73.9932975|40.7295629|40.774059|-73.871857|n/a|10320|1380|-73.9472068|40.747956
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:00:00-05:00|40.7530768/-73.9069949|40.7530768|-73.9069949|1816|12838|1566|-73.9997754|40.7271183|40.774059|-73.871857|n/a|6730|1320|-73.9071013|40.7531039
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:00:00-05:00|40.7623826/-73.9863368|40.7623826|-73.9863368|1707|6451|1282|-73.9997754|40.7271183|40.774059|-73.871857|n/a|14178|2040|-73.9862468|40.7625048
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:15:00-05:00|40.746543/-73.890732|40.746543|-73.890732|n/a|13704|1842|-73.9943326|40.7285304|40.7714389|-73.8718939|390|4624|414|-73.890765|40.7464059
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:15:00-05:00|40.774059/-73.871857|40.774059|-73.871857|n/a|18737|2799|-73.9943326|40.7285304|40.7734911|-73.8758586|92|334|96|-73.8720814|40.7740263
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:30:00-05:00||40.7714389|-73.8718939|1681|16021|1487|-73.9932975|40.7295629|||||||
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:45:00-05:00||40.774059|-73.871857|n/a|18737|2679|-73.9943326|40.7285304|||||||
New York University|||tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 21:00:00-05:00||40.774059|-73.871857|n/a|18737|2679|-73.9943326|40.7285304|||||||
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:45:00-05:00|40.73101/-74.0013002|40.73101|-74.0013002|150|254|130|-74.0001873|40.7313277|40.774059|-73.871857|n/a|18091|2400|-74.0012201|40.7311041
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:45:00-05:00|40.7602762/-73.9754916|40.7602762|-73.9754916|1501|4532|1255|-73.9932975|40.7295629|40.774059|-73.871857|n/a|13094|1800|-73.9755398|40.7602095
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:45:00-05:00|40.7520038/-73.9287806|40.7520038|-73.9287806|1956|7927|1572|-73.9932975|40.7295629|40.774059|-73.871857|n/a|9077|1560|-73.928781|40.752039
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:45:00-05:00|40.7465008/-73.8910021|40.7465008|-73.8910021|1634|12290|1448|-73.9932975|40.7295629|40.774059|-73.871857|n/a|5103|540|-73.890689|40.746515
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:45:00-05:00|40.7480716/-73.9471688|40.7480716|-73.9471688|1588|6432|1204|-73.9932975|40.7295629|40.774059|-73.871857|n/a|10320|1500|-73.9472068|40.747956
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:45:00-05:00|40.7530768/-73.9069949|40.7530768|-73.9069949|1750|12981|1561|-73.9932975|40.7295629|40.774059|-73.871857|n/a|6730|1320|-73.9071013|40.7531039
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 20:45:00-05:00|40.7623826/-73.9863368|40.7623826|-73.9863368|1591|6452|1349|-73.9997754|40.7271183|40.774059|-73.871857|n/a|14178|1920|-73.9862468|40.7625048
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 21:00:00-05:00|40.746543/-73.890732|40.746543|-73.890732|n/a|13704|1842|-73.9943326|40.7285304|40.7714389|-73.8718939|432|4624|414|-73.890765|40.7464059
New York University||finish|tolls|LaGuardia Airport|driving|imperial|eastern|2017-04-13 21:00:00-05:00|40.774059/-73.871857|40.774059|-73.871857|n/a|18252|2799|-73.9943326|40.7285304|40.7734911|-73.8758586|103|334|96|-73.8720814|40.7740263
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-13 04:00:00-05:00||40.7714389|-73.8718939|1640|15909|1506|-73.9932975|40.7295629|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-13 04:15:00-05:00||40.774059|-73.871857|n/a|18252|2619|-73.9943326|40.7285304|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-13 04:30:00-05:00||40.774059|-73.871857|n/a|18252|2619|-73.9943326|40.7285304|||||||
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 04:15:00-05:00|40.73101/-74.0013002|40.73101|-74.0013002|137|254|130|-74.0001873|40.7313277|40.774059|-73.871857|n/a|17606|2340|-74.0012201|40.7311041
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 04:15:00-05:00|40.7578741/-73.9819016|40.7578741|-73.9819016|1342|4036|1035|-73.9997754|40.7271183|40.774059|-73.871857|n/a|14210|1980|-73.9817907|40.7578276
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 04:15:00-05:00|40.7520038/-73.9287806|40.7520038|-73.9287806|1620|7927|1572|-73.9932975|40.7295629|40.774059|-73.871857|n/a|9077|1680|-73.928781|40.752039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 04:15:00-05:00|40.7465008/-73.8910021|40.7465008|-73.8910021|1463|12115|1491|-73.9932975|40.7295629|40.774059|-73.871857|n/a|5103|540|-73.890689|40.746515
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 04:15:00-05:00|40.7530768/-73.9069949|40.7530768|-73.9069949|1605|12806|1604|-73.9932975|40.7295629|40.774059|-73.871857|n/a|6730|1260|-73.9071013|40.7531039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 04:15:00-05:00|40.7647873/-73.9664645|40.7647873|-73.9664645|1543|8525|1385|-73.9932975|40.7295629|40.774059|-73.871857|n/a|12197|1680|-73.966113|40.764629
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 04:15:00-05:00|40.754101/-73.9423347|40.754101|-73.9423347|1446|7212|1361|-73.9932975|40.7295629|40.774059|-73.871857|n/a|9907|1260|-73.9424742|40.7541777
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 04:30:00-05:00|40.746543/-73.890732|40.746543|-73.890732|n/a|13704|1842|-73.9943326|40.7285304|40.7714389|-73.8718939|419|4624|414|-73.890765|40.7464059
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 04:30:00-05:00|40.774059/-73.871857|40.774059|-73.871857|n/a|18252|2619|-73.9943326|40.7285304|40.7734911|-73.8758586|89|334|96|-73.8720814|40.7740263
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-13 04:45:00-05:00||40.7714389|-73.8718939|1816|15869|1519|-73.9997754|40.7271183|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:00:00-05:00||40.774059|-73.871857|n/a|18737|2679|-73.9943326|40.7285304|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:15:00-05:00||40.774059|-73.871857|n/a|18737|2679|-73.9943326|40.7285304|||||||
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:00:00-05:00|40.73101/-74.0013002|40.73101|-74.0013002|123|254|130|-74.0001873|40.7313277|40.774059|-73.871857|n/a|18091|2400|-74.0012201|40.7311041
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:00:00-05:00|40.7602762/-73.9754916|40.7602762|-73.9754916|1679|4901|1341|-73.9932975|40.7295629|40.774059|-73.871857|n/a|13094|1800|-73.9755398|40.7602095
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:00:00-05:00|40.7520038/-73.9287806|40.7520038|-73.9287806|1739|7927|1572|-73.9932975|40.7295629|40.774059|-73.871857|n/a|9077|1560|-73.928781|40.752039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:00:00-05:00|40.7465008/-73.8910021|40.7465008|-73.8910021|1606|12115|1491|-73.9932975|40.7295629|40.774059|-73.871857|n/a|5103|540|-73.890689|40.746515
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:00:00-05:00|40.7480716/-73.9471688|40.7480716|-73.9471688|1328|6432|1204|-73.9932975|40.7295629|40.774059|-73.871857|n/a|10320|1620|-73.9472068|40.747956
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:00:00-05:00|40.7530768/-73.9069949|40.7530768|-73.9069949|1681|12806|1604|-73.9932975|40.7295629|40.774059|-73.871857|n/a|6730|1320|-73.9071013|40.7531039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:00:00-05:00|40.7623826/-73.9863368|40.7623826|-73.9863368|1626|5857|1259|-73.9997754|40.7271183|40.774059|-73.871857|n/a|14178|1920|-73.9862468|40.7625048
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:15:00-05:00|40.746543/-73.890732|40.746543|-73.890732|n/a|13704|1842|-73.9943326|40.7285304|40.7714389|-73.8718939|412|4624|414|-73.890765|40.7464059
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:15:00-05:00|40.774059/-73.871857|40.774059|-73.871857|n/a|18252|2799|-73.9943326|40.7285304|40.7734911|-73.8758586|88|334|96|-73.8720814|40.7740263
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:30:00-05:00||40.7714389|-73.8718939|1727|15864|1475|-73.9997754|40.7271183|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:45:00-05:00||40.774059|-73.871857|n/a|18252|2679|-73.9943326|40.7285304|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:00:00-05:00||40.774059|-73.871857|n/a|18252|2679|-73.9943326|40.7285304|||||||
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:45:00-05:00|40.73101/-74.0013002|40.73101|-74.0013002|119|254|130|-74.0001873|40.7313277|40.774059|-73.871857|n/a|17606|2400|-74.0012201|40.7311041
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:45:00-05:00|40.7578741/-73.9819016|40.7578741|-73.9819016|1430|4036|1035|-73.9997754|40.7271183|40.774059|-73.871857|n/a|14210|1980|-73.9817907|40.7578276
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:45:00-05:00|40.7520038/-73.9287806|40.7520038|-73.9287806|1832|7927|1572|-73.9932975|40.7295629|40.774059|-73.871857|n/a|9077|1620|-73.928781|40.752039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:45:00-05:00|40.7465008/-73.8910021|40.7465008|-73.8910021|1665|12115|1491|-73.9932975|40.7295629|40.774059|-73.871857|n/a|5103|540|-73.890689|40.746515
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:45:00-05:00|40.7530768/-73.9069949|40.7530768|-73.9069949|1778|12806|1604|-73.9932975|40.7295629|40.774059|-73.871857|n/a|6730|1320|-73.9071013|40.7531039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:45:00-05:00|40.7647873/-73.9664645|40.7647873|-73.9664645|1646|7080|1334|-73.9932975|40.7295629|40.774059|-73.871857|n/a|12197|1680|-73.966113|40.764629
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 05:45:00-05:00|40.754101/-73.9423347|40.754101|-73.9423347|1632|7212|1361|-73.9932975|40.7295629|40.774059|-73.871857|n/a|9907|1440|-73.9424742|40.7541777
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:00:00-05:00|40.746543/-73.890732|40.746543|-73.890732|n/a|13704|1842|-73.9943326|40.7285304|40.7714389|-73.8718939|605|4624|414|-73.890765|40.7464059
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:00:00-05:00|40.774059/-73.871857|40.774059|-73.871857|n/a|18252|2679|-73.9943326|40.7285304|40.7734911|-73.8758586|90|334|96|-73.8720814|40.7740263
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:15:00-05:00||40.7714389|-73.8718939|1858|16070|1475|-73.9932975|40.7295629|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:30:00-05:00||40.774059|-73.871857|n/a|18737|2559|-73.9943326|40.7285304|||||||
New York University|begin|||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:45:00-05:00||40.774059|-73.871857|n/a|18737|2559|-73.9943326|40.7285304|||||||
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:30:00-05:00|40.73101/-74.0013002|40.73101|-74.0013002|139|254|130|-74.0001873|40.7313277|40.774059|-73.871857|n/a|18091|2280|-74.0012201|40.7311041
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:30:00-05:00|40.7602762/-73.9754916|40.7602762|-73.9754916|1502|4967|1267|-73.9932975|40.7295629|40.774059|-73.871857|n/a|13094|1620|-73.9755398|40.7602095
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:30:00-05:00|40.7520038/-73.9287806|40.7520038|-73.9287806|1785|7927|1572|-73.9932975|40.7295629|40.774059|-73.871857|n/a|9077|1440|-73.928781|40.752039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:30:00-05:00|40.7465008/-73.8910021|40.7465008|-73.8910021|1578|12115|1491|-73.9932975|40.7295629|40.774059|-73.871857|n/a|5103|540|-73.890689|40.746515
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:30:00-05:00|40.7480716/-73.9471688|40.7480716|-73.9471688|1374|6432|1204|-73.9932975|40.7295629|40.774059|-73.871857|n/a|10320|1320|-73.9472068|40.747956
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:30:00-05:00|40.7530768/-73.9069949|40.7530768|-73.9069949|1698|12806|1604|-73.9932975|40.7295629|40.774059|-73.871857|n/a|6730|1140|-73.9071013|40.7531039
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:30:00-05:00|40.7623826/-73.9863368|40.7623826|-73.9863368|1474|5857|1259|-73.9997754|40.7271183|40.774059|-73.871857|n/a|14178|1740|-73.9862468|40.7625048
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:45:00-05:00|40.746543/-73.890732|40.746543|-73.890732|n/a|13219|1842|-73.9943326|40.7285304|40.7714389|-73.8718939|420|4624|414|-73.890765|40.7464059
New York University|begin|start||LaGuardia Airport|transit|imperial|eastern|2017-04-13 06:45:00-05:00|40.774059/-73.871857|40.774059|-73.871857|n/a|18737|2559|-73.9943326|40.7285304|40.7734911|-73.8758586|84|334|96|-73.8720814|40.7740263
