origin|avoid|destination|mode|units|timezone|departure_time|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y
(41.997519, -87.703334)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.87630559999999|-87.6276298|1328|23611|1616|-87.7033332|41.9974964
(41.997519, -87.6845495)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.8757206|-87.627637|1337|17448|1496|-87.6845446|41.9973624
(41.997519, -87.665765)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.8757206|-87.627637|1117|16403|1264|-87.6659767|41.9975155
(41.98800166666666, -87.740903)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.87630559999999|-87.6276298|971|19920|1175|-87.7407453|41.9880043
(41.98800166666666, -87.7221185)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.87630559999999|-87.6276298|1230|22019|1457|-87.7222039|41.9868913
(41.98800166666666, -87.703334)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.87630559999999|-87.6276298|1211|22889|1482|-87.70334009999999|41.9879961
(41.98800166666666, -87.6845495)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.8757206|-87.627637|1346|17329|1491|-87.6846564|41.9879945
(41.98800166666666, -87.665765)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.8757206|-87.627637|1015|15345|1154|-87.6657659|41.9880874
(41.978484333333334, -87.740903)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.87630559999999|-87.6276298|918|17443|1124|-87.7425222|41.9775354
(41.978484333333334, -87.7221185)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.87630559999999|-87.6276298|1134|19077|1358|-87.7221033|41.9784435
(41.978484333333334, -87.703334)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.87630559999999|-87.6276298|1315|20946|1566|-87.7033344|41.9785249
(41.978484333333334, -87.6845495)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.8757206|-87.627637|1201|15933|1442|-87.68437139999999|41.9784878
