origin,destination,mode,avoid,timezone,split_on_leg,drive_leg,departure_time,departure_time_min,departure_time_max,departure_time_delta,unitsDulles International Airport,Georgetown University,driving,tolls,eastern,,,,04/21/2017 05:00,04/21/2017 22:00,15,imperialDulles International Airport,Georgetown University,transit,,eastern,begin,finish,,04/21/2017 05:00,04/21/2017 22:00,15,imperial
Dulles International Airport,Georgetown University,transit,,eastern,end,start,,04/21/2017 05:00,04/21/2017 22:00,15,imperial
